iteration	evaluations	runtime[s]	f1[MIN]
190	4750	0.928	33472.53711122372
191	4775	0.932	33472.53711122372
192	4800	0.936	33472.53711122372
193	4825	0.94	33472.53711122372
194	4850	0.943	33472.53711122372
195	4875	0.947	33472.53711122372
196	4900	0.951	32998.56713899684
197	4925	0.954	32998.56713899684
198	4950	0.958	32998.56713899684
199	4975	0.962	32998.56713899684
200	5000	0.965	32958.23224948275
201	5025	0.969	32958.23224948275
202	5050	0.973	32614.781228478445
203	5075	0.976	32614.781228478445
204	5100	0.98	32614.781228478445
205	5125	0.984	32614.781228478445
206	5150	0.987	32311.00687933747
207	5175	0.991	32311.00687933747
208	5200	0.995	32235.599260115203
209	5225	0.999	32235.599260115203
210	5250	1.002	32235.599260115203
211	5275	1.006	32235.599260115203
212	5300	1.01	31795.966066766643
213	5325	1.014	31795.966066766643
214	5350	1.018	31795.966066766643
215	5375	1.022	31795.966066766643
216	5400	1.025	31795.966066766643
217	5425	1.029	31795.966066766643
218	5450	1.033	31795.966066766643
219	5475	1.036	31795.966066766643
220	5500	1.04	31636.650898459273
221	5525	1.044	31434.64989353786
222	5550	1.048	31328.835289583345
223	5575	1.051	31328.835289583345
224	5600	1.055	30949.803869519634
225	5625	1.059	30949.803869519634
226	5650	1.063	30949.803869519634
227	5675	1.066	30949.803869519634
228	5700	1.07	30794.8222291501
229	5725	1.074	30794.8222291501
230	5750	1.078	30794.8222291501
231	5775	1.081	30653.120932568745
232	5800	1.085	30653.120932568745
233	5825	1.089	30653.120932568745
234	5850	1.092	30653.120932568745
235	5875	1.096	30373.94600263609
236	5900	1.1	30373.94600263609
237	5925	1.104	30373.94600263609
238	5950	1.107	30373.94600263609
239	5975	1.111	30373.94600263609
240	6000	1.115	30179.63300078576
241	6025	1.119	30171.830982653628
242	6050	1.123	30171.830982653628
243	6075	1.126	29998.15228087175
244	6100	1.13	29850.105636373486
245	6125	1.133	29850.105636373486
246	6150	1.137	29850.105636373486
247	6175	1.14	29380.354453989195
248	6200	1.143	29380.354453989195
249	6225	1.146	29380.354453989195
250	6250	1.149	29380.354453989195
251	6275	1.153	29380.354453989195
252	6300	1.156	29380.354453989195
253	6325	1.159	29380.354453989195
254	6350	1.162	29380.354453989195
255	6375	1.165	29380.354453989195
256	6400	1.168	29091.244309123762
257	6425	1.172	29039.979414962294
258	6450	1.175	29039.979414962294
259	6475	1.178	29039.979414962294
260	6500	1.182	29039.979414962294
261	6525	1.185	29039.979414962294
262	6550	1.188	29039.979414962294
263	6575	1.191	28665.703265907086
264	6600	1.195	28665.703265907086
265	6625	1.198	28514.905654231974
266	6650	1.201	28514.905654231974
267	6675	1.204	28335.301001720836
268	6700	1.207	27783.544392100976
269	6725	1.211	27783.544392100976
270	6750	1.214	27783.544392100976
271	6775	1.217	27783.544392100976
272	6800	1.22	27783.544392100976
273	6825	1.224	27783.544392100976
274	6850	1.227	27783.544392100976
275	6875	1.23	27783.544392100976
276	6900	1.234	27783.544392100976
277	6925	1.237	27783.544392100976
278	6950	1.24	27735.68483137085
279	6975	1.243	27735.68483137085
280	7000	1.247	27735.68483137085
281	7025	1.25	27735.68483137085
282	7050	1.253	27735.68483137085
283	7075	1.257	27572.027529384093
284	7100	1.26	27572.027529384093
285	7125	1.263	27572.027529384093
286	7150	1.267	27414.258242414428
287	7175	1.27	27016.871123860314
288	7200	1.273	27016.871123860314
289	7225	1.276	27016.871123860314
290	7250	1.279	27016.871123860314
291	7275	1.282	27016.871123860314
292	7300	1.285	27016.871123860314
293	7325	1.288	26674.892608808772
294	7350	1.291	26674.892608808772
295	7375	1.295	26286.887650386063
296	7400	1.298	26286.887650386063
297	7425	1.301	26286.887650386063
298	7450	1.304	26286.887650386063
299	7475	1.307	26286.887650386063
300	7500	1.311	26286.887650386063
301	7525	1.314	26286.887650386063
302	7550	1.317	26286.887650386063
303	7575	1.32	26286.887650386063
304	7600	1.323	26116.66332223258
305	7625	1.327	26116.66332223258
306	7650	1.33	26116.66332223258
307	7675	1.333	26116.66332223258
308	7700	1.336	26116.66332223258
309	7725	1.339	25824.06163412567
310	7750	1.342	25824.06163412567
311	7775	1.345	25824.06163412567
312	7800	1.348	25824.06163412567
313	7825	1.351	25824.06163412567
314	7850	1.354	25456.421527021226
315	7875	1.357	25456.421527021226
316	7900	1.36	25456.421527021226
317	7925	1.363	25456.421527021226
318	7950	1.366	25456.421527021226
319	7975	1.369	25456.421527021226
320	8000	1.373	24660.236540894268
321	8025	1.376	24660.236540894268
322	8050	1.379	24660.236540894268
323	8075	1.382	24660.236540894268
324	8100	1.386	24660.236540894268
325	8125	1.389	24660.236540894268
326	8150	1.392	24660.236540894268
327	8175	1.396	24660.236540894268
328	8200	1.399	24660.236540894268
329	8225	1.402	24660.236540894268
330	8250	1.405	24660.236540894268
331	8275	1.408	24512.17520220726
332	8300	1.411	24512.17520220726
333	8325	1.414	24512.17520220726
334	8350	1.417	24512.17520220726
335	8375	1.42	24512.17520220726
336	8400	1.423	24512.17520220726
337	8425	1.426	24512.17520220726
338	8450	1.429	24512.17520220726
339	8475	1.432	24512.17520220726
340	8500	1.435	24512.17520220726
341	8525	1.438	24394.33533949057
342	8550	1.441	24394.33533949057
343	8575	1.444	24087.631797466394
344	8600	1.448	24086.69570216893
345	8625	1.451	24086.69570216893
346	8650	1.454	24086.69570216893
347	8675	1.457	23958.141877188526
348	8700	1.46	23958.141877188526
349	8725	1.463	23842.836527970223
350	8750	1.466	23842.836527970223
351	8775	1.469	23807.44204953963
352	8800	1.472	23807.44204953963
353	8825	1.475	23807.44204953963
354	8850	1.478	23807.44204953963
355	8875	1.481	23641.324710383724
356	8900	1.484	23620.081977222442
357	8925	1.487	23620.081977222442
358	8950	1.491	23620.081977222442
359	8975	1.494	23620.081977222442
360	9000	1.497	23242.530236930663
361	9025	1.5	23242.530236930663
362	9050	1.503	23242.530236930663
363	9075	1.506	23242.530236930663
364	9100	1.51	22964.012804243033
365	9125	1.513	22964.012804243033
366	9150	1.516	22964.012804243033
367	9175	1.519	22718.391987908155
368	9200	1.522	22718.391987908155
369	9225	1.525	22614.383300552585
370	9250	1.528	22488.81956004708
371	9275	1.531	22488.81956004708
372	9300	1.534	22488.81956004708
373	9325	1.538	22488.81956004708
374	9350	1.541	22488.81956004708
375	9375	1.544	22473.90269408042
376	9400	1.547	22473.90269408042
377	9425	1.55	22473.90269408042
378	9450	1.553	22410.09909346467
379	9475	1.556	22060.704020046665
380	9500	1.559	22060.704020046665
381	9525	1.562	22032.830117901598
382	9550	1.566	22032.830117901598
383	9575	1.569	22032.830117901598
384	9600	1.572	21926.69590139889
385	9625	1.577	21897.099883983054
386	9650	1.58	21897.099883983054
387	9675	1.583	21379.861507111214
388	9700	1.586	21379.861507111214
389	9725	1.589	21379.861507111214
390	9750	1.592	21379.861507111214
391	9775	1.595	21379.861507111214
392	9800	1.599	21182.97618211077
393	9825	1.602	21182.97618211077
394	9850	1.605	20876.19481705259
395	9875	1.608	20876.19481705259
396	9900	1.611	20876.19481705259
397	9925	1.614	20876.19481705259
398	9950	1.617	20876.19481705259
399	9975	1.62	20876.19481705259
400	10000	1.624	20876.19481705259
401	10025	1.627	20876.19481705259
402	10050	1.63	20876.19481705259
403	10075	1.633	20876.19481705259
404	10100	1.636	20876.19481705259
405	10125	1.639	20876.19481705259
406	10150	1.643	20856.05122047692
407	10175	1.646	20766.064086746446
408	10200	1.649	20766.064086746446
409	10225	1.652	20657.927576716145
410	10250	1.655	20556.649714390573
411	10275	1.658	20492.027631059835
412	10300	1.662	20492.027631059835
413	10325	1.665	20229.4434816438
414	10350	1.668	20229.4434816438
415	10375	1.671	20229.4434816438
416	10400	1.674	20229.4434816438
417	10425	1.677	20229.4434816438
418	10450	1.68	20229.4434816438
419	10475	1.684	20229.4434816438
420	10500	1.687	20229.4434816438
421	10525	1.69	19912.23504771904
422	10550	1.693	19912.23504771904
423	10575	1.696	19912.23504771904
424	10600	1.7	19734.587399506643
425	10625	1.702	19734.587399506643
426	10650	1.706	19730.60764414062
427	10675	1.709	19730.60764414062
428	10700	1.712	19730.60764414062
429	10725	1.715	19722.616446665033
430	10750	1.718	19722.616446665033
431	10775	1.721	19504.479668482218
432	10800	1.724	19504.479668482218
433	10825	1.728	19504.479668482218
434	10850	1.731	19482.349218634194
435	10875	1.734	19482.349218634194
436	10900	1.746	19387.00805712807
437	10925	1.749	19387.00805712807
438	10950	1.752	19132.27424166223
439	10975	1.755	19132.27424166223
440	11000	1.759	19132.27424166223
441	11025	1.762	19132.27424166223
442	11050	1.765	19132.27424166223
443	11075	1.768	19132.27424166223
444	11100	1.771	19015.792158889348
445	11125	1.774	19015.792158889348
446	11150	1.778	19015.792158889348
447	11175	1.781	18856.41395482162
448	11200	1.784	18828.986165738293
449	11225	1.787	18782.106718731462
450	11250	1.79	18755.303452326785
451	11275	1.793	18755.303452326785
452	11300	1.797	18755.303452326785
453	11325	1.8	18755.303452326785
454	11350	1.803	18755.303452326785
455	11375	1.806	18477.27720574118
456	11400	1.809	18477.27720574118
457	11425	1.812	18477.27720574118
458	11450	1.815	18477.27720574118
459	11475	1.818	18477.27720574118
460	11500	1.821	18287.34421951183
461	11525	1.824	18287.34421951183
462	11550	1.827	18287.34421951183
463	11575	1.831	18040.483463382167
464	11600	1.834	18040.483463382167
465	11625	1.837	18040.483463382167
466	11650	1.84	18040.483463382167
467	11675	1.843	18040.483463382167
468	11700	1.846	18040.483463382167
469	11725	1.849	18040.483463382167
470	11750	1.852	18040.483463382167
471	11775	1.855	17922.761361226367
472	11800	1.858	17922.761361226367
473	11825	1.861	17922.761361226367
474	11850	1.865	17922.761361226367
475	11875	1.868	17882.877997497388
476	11900	1.872	17882.877997497388
477	11925	1.875	17882.877997497388
478	11950	1.878	17882.877997497388
479	11975	1.881	17786.72703990996
480	12000	1.884	17786.72703990996
481	12025	1.887	17786.72703990996
482	12050	1.89	17689.798287799575
483	12075	1.893	17675.34584972189
484	12100	1.895	17517.21853296482
485	12125	1.898	17517.21853296482
486	12150	1.901	17469.75758113809
487	12175	1.904	17469.75758113809
488	12200	1.907	17401.12522009443
489	12225	1.91	17401.12522009443
490	12250	1.913	17401.12522009443
491	12275	1.916	17362.04308479044
492	12300	1.919	17195.41906295234
493	12325	1.921	17195.41906295234
494	12350	1.924	17195.41906295234
495	12375	1.927	17195.41906295234
496	12400	1.93	17195.41906295234
497	12425	1.933	17195.41906295234
498	12450	1.936	16820.169195781808
499	12475	1.939	16820.169195781808
500	12500	1.942	16820.169195781808
501	12525	1.945	16820.169195781808
502	12550	1.948	16820.169195781808
503	12575	1.951	16660.44452544518
504	12600	1.954	16660.44452544518
505	12625	1.957	16660.44452544518
506	12650	1.96	16660.44452544518
507	12675	1.963	16660.44452544518
508	12700	1.967	16660.44452544518
509	12725	1.97	16660.44452544518
510	12750	1.973	16539.6824092845
511	12775	1.976	16539.6824092845
512	12800	1.979	16539.6824092845
513	12825	1.984	16539.6824092845
514	12850	1.988	16539.6824092845
515	12875	1.991	16539.6824092845
516	12900	1.994	16539.6824092845
517	12925	1.997	16539.6824092845
518	12950	2.0	16539.6824092845
519	12975	2.003	16031.203234259232
520	13000	2.006	16031.203234259232
521	13025	2.009	16031.203234259232
522	13050	2.012	16031.203234259232
523	13075	2.015	16031.203234259232
524	13100	2.018	16031.203234259232
525	13125	2.021	16031.203234259232
526	13150	2.024	16031.203234259232
527	13175	2.027	16031.203234259232
528	13200	2.031	16031.203234259232
529	13225	2.034	16031.203234259232
530	13250	2.036	16031.203234259232
531	13275	2.04	16031.203234259232
532	13300	2.042	16031.203234259232
533	13325	2.046	15809.989345633636
534	13350	2.048	15809.989345633636
535	13375	2.051	15809.989345633636
536	13400	2.054	15809.989345633636
537	13425	2.057	15809.989345633636
538	13450	2.061	15809.989345633636
539	13475	2.064	15722.588620515762
540	13500	2.066	15722.588620515762
541	13525	2.07	15722.588620515762
542	13550	2.072	15722.588620515762
543	13575	2.075	15708.421911778623
544	13600	2.078	15708.421911778623
545	13625	2.081	15708.421911778623
546	13650	2.084	15634.142955838332
547	13675	2.087	15590.559347434464
548	13700	2.091	15590.559347434464
549	13725	2.094	15369.569104205215
550	13750	2.097	15369.569104205215
551	13775	2.1	15369.569104205215
552	13800	2.103	15369.569104205215
553	13825	2.106	15369.569104205215
554	13850	2.109	15369.569104205215
555	13875	2.112	15369.569104205215
556	13900	2.115	15131.26684629363
557	13925	2.118	15131.26684629363
558	13950	2.121	15131.26684629363
559	13975	2.124	15131.26684629363
560	14000	2.127	15131.26684629363
561	14025	2.13	15131.26684629363
562	14050	2.133	15131.26684629363
563	14075	2.136	15131.26684629363
564	14100	2.139	15131.26684629363
565	14125	2.142	15131.26684629363
566	14150	2.146	15131.26684629363
567	14175	2.149	15131.26684629363
568	14200	2.152	15131.26684629363
569	14225	2.155	15131.26684629363
570	14250	2.158	14997.797987920178
571	14275	2.161	14989.599101924665
572	14300	2.164	14989.599101924665
573	14325	2.167	14989.599101924665
574	14350	2.17	14979.237692103949
575	14375	2.173	14970.445395973247
576	14400	2.176	14941.559251719405
577	14425	2.179	14929.620170106984
578	14450	2.182	14655.46935304123
579	14475	2.185	14655.46935304123
580	14500	2.188	14655.46935304123
581	14525	2.191	14655.46935304123
582	14550	2.194	14655.46935304123
583	14575	2.197	14655.46935304123
584	14600	2.2	14499.176480173743
585	14625	2.204	14460.675466773206
586	14650	2.207	14460.675466773206
587	14675	2.21	14460.675466773206
588	14700	2.213	14457.952776445547
589	14725	2.216	14457.952776445547
590	14750	2.219	14457.952776445547
591	14775	2.222	14431.723074073574
592	14800	2.225	14427.854194127207
593	14825	2.227	14427.854194127207
594	14850	2.23	14417.087464231969
595	14875	2.234	14383.004410991827
596	14900	2.237	14383.004410991827
597	14925	2.24	14383.004410991827
598	14950	2.243	14383.004410991827
599	14975	2.246	14341.772782171074
600	15000	2.249	14243.751093177458
601	15025	2.252	14243.751093177458
602	15050	2.255	14243.751093177458
603	15075	2.258	14191.739860248055
604	15100	2.261	14191.739860248055
605	15125	2.264	14191.739860248055
606	15150	2.267	14143.137664657554
607	15175	2.27	14143.137664657554
608	15200	2.272	14072.532770063737
609	15225	2.275	14067.466631331752
610	15250	2.278	14067.466631331752
611	15275	2.281	14067.466631331752
612	15300	2.284	14067.466631331752
613	15325	2.287	14024.516045969847
614	15350	2.29	14024.516045969847
615	15375	2.293	13921.995267194001
616	15400	2.295	13921.995267194001
617	15425	2.298	13921.995267194001
618	15450	2.301	13921.995267194001
619	15475	2.304	13921.995267194001
620	15500	2.307	13720.50778319756
621	15525	2.31	13720.50778319756
622	15550	2.313	13720.50778319756
623	15575	2.316	13681.165495720279
624	15600	2.319	13660.944721271757
625	15625	2.322	13582.574178908244
626	15650	2.325	13582.574178908244
627	15675	2.328	13582.574178908244
628	15700	2.331	13582.574178908244
629	15725	2.333	13514.842161714943
630	15750	2.336	13514.842161714943
631	15775	2.339	13514.842161714943
632	15800	2.343	13514.842161714943
633	15825	2.346	13512.612675089162
634	15850	2.348	13501.537443447563
635	15875	2.351	13501.537443447563
636	15900	2.354	13501.537443447563
637	15925	2.357	13424.51274763987
638	15950	2.36	13424.51274763987
639	15975	2.363	13350.314438228219
640	16000	2.366	13350.314438228219
641	16025	2.368	13350.314438228219
642	16050	2.371	13273.720058404542
643	16075	2.374	13273.720058404542
644	16100	2.377	13273.720058404542
645	16125	2.38	13273.720058404542
646	16150	2.383	13273.720058404542
647	16175	2.386	13273.720058404542
648	16200	2.389	13273.720058404542
649	16225	2.392	13261.002987370568
650	16250	2.394	13261.002987370568
651	16275	2.397	13244.680796087368
652	16300	2.4	13244.680796087368
653	16325	2.403	13095.216086982846
654	16350	2.406	13095.216086982846
655	16375	2.408	12999.521733967289
656	16400	2.411	12999.521733967289
657	16425	2.414	12999.521733967289
658	16450	2.417	12999.521733967289
659	16475	2.42	12999.521733967289
660	16500	2.422	12999.521733967289
661	16525	2.425	12900.15288536426
662	16550	2.428	12900.15288536426
663	16575	2.431	12900.15288536426
664	16600	2.434	12900.15288536426
665	16625	2.437	12900.15288536426
666	16650	2.439	12900.15288536426
667	16675	2.442	12900.15288536426
668	16700	2.445	12745.812315779256
669	16725	2.448	12745.812315779256
670	16750	2.451	12745.812315779256
671	16775	2.453	12745.812315779256
672	16800	2.456	12745.812315779256
673	16825	2.459	12745.812315779256
674	16850	2.462	12745.812315779256
675	16875	2.465	12711.718379583283
676	16900	2.468	12711.718379583283
677	16925	2.471	12711.718379583283
678	16950	2.474	12711.718379583283
679	16975	2.477	12708.31654764669
680	17000	2.48	12686.662427593332
681	17025	2.483	12667.913432925498
682	17050	2.486	12609.810079829118
683	17075	2.488	12609.810079829118
684	17100	2.491	12609.810079829118
685	17125	2.494	12407.051188930536
686	17150	2.497	12407.051188930536
687	17175	2.5	12407.051188930536
688	17200	2.503	12407.051188930536
689	17225	2.506	12407.051188930536
690	17250	2.509	12407.051188930536
691	17275	2.512	12407.051188930536
692	17300	2.515	12407.051188930536
693	17325	2.518	12320.235726306964
694	17350	2.52	12320.235726306964
695	17375	2.523	12320.235726306964
696	17400	2.526	12320.235726306964
697	17425	2.529	12320.235726306964
698	17450	2.532	12320.235726306964
699	17475	2.535	12320.235726306964
700	17500	2.538	12320.235726306964
701	17525	2.541	12320.235726306964
702	17550	2.544	12255.111815702327
703	17575	2.547	12255.111815702327
704	17600	2.55	12255.111815702327
705	17625	2.553	12255.111815702327
706	17650	2.556	12255.111815702327
707	17675	2.569	12255.111815702327
708	17700	2.572	12255.111815702327
709	17725	2.575	12213.945909069878
710	17750	2.577	12191.947577877569
711	17775	2.58	12191.947577877569
712	17800	2.583	12191.947577877569
713	17825	2.586	12191.947577877569
714	17850	2.589	12191.947577877569
715	17875	2.592	12135.17882922265
716	17900	2.595	12035.172079477337
717	17925	2.597	12035.172079477337
718	17950	2.6	12035.172079477337
719	17975	2.603	12035.172079477337
720	18000	2.606	12035.172079477337
721	18025	2.609	12035.172079477337
722	18050	2.612	12035.172079477337
723	18075	2.614	12034.42074291014
724	18100	2.617	12034.42074291014
725	18125	2.62	12034.42074291014
726	18150	2.623	12016.951834244986
727	18175	2.626	12016.951834244986
728	18200	2.629	12016.951834244986
729	18225	2.632	12016.951834244986
730	18250	2.634	12014.889466582481
731	18275	2.637	12014.889466582481
732	18300	2.64	11953.064810655122
733	18325	2.643	11911.758336847164
734	18350	2.646	11872.85627174889
735	18375	2.649	11872.85627174889
736	18400	2.652	11872.85627174889
737	18425	2.655	11872.85627174889
738	18450	2.658	11872.85627174889
739	18475	2.661	11872.85627174889
740	18500	2.664	11872.85627174889
741	18525	2.667	11872.85627174889
742	18550	2.669	11835.060557038389
743	18575	2.672	11835.060557038389
744	18600	2.675	11835.060557038389
745	18625	2.678	11835.060557038389
746	18650	2.681	11835.060557038389
747	18675	2.684	11835.060557038389
748	18700	2.687	11818.618417272495
749	18725	2.689	11818.618417272495
750	18750	2.692	11818.618417272495
751	18775	2.695	11782.049208356142
752	18800	2.698	11776.934264978525
753	18825	2.701	11758.713737839838
754	18850	2.704	11758.713737839838
755	18875	2.708	11758.713737839838
756	18900	2.711	11758.713737839838
757	18925	2.714	11662.737881702571
758	18950	2.716	11662.737881702571
759	18975	2.719	11662.737881702571
760	19000	2.722	11662.737881702571
761	19025	2.725	11662.737881702571
762	19050	2.728	11662.737881702571
763	19075	2.731	11562.109755402162
764	19100	2.734	11562.109755402162
765	19125	2.737	11562.109755402162
766	19150	2.74	11562.109755402162
767	19175	2.743	11562.109755402162
768	19200	2.746	11562.109755402162
769	19225	2.749	11562.109755402162
770	19250	2.752	11562.109755402162
771	19275	2.755	11562.109755402162
772	19300	2.758	11562.109755402162
773	19325	2.761	11562.109755402162
774	19350	2.764	11561.130786585863
775	19375	2.767	11561.130786585863
776	19400	2.77	11540.099856815488
777	19425	2.773	11540.099856815488
778	19450	2.775	11540.099856815488
779	19475	2.778	11539.845572635546
780	19500	2.782	11539.845572635546
781	19525	2.784	11539.845572635546
782	19550	2.787	11521.313654083548
783	19575	2.79	11521.313654083548
784	19600	2.793	11521.313654083548
785	19625	2.796	11521.313654083548
786	19650	2.799	11521.313654083548
787	19675	2.802	11508.719952382797
788	19700	2.805	11436.513722518248
789	19725	2.808	11436.513722518248
790	19750	2.811	11436.513722518248
791	19775	2.814	11415.142097913758
792	19800	2.817	11415.142097913758
793	19825	2.82	11415.142097913758
794	19850	2.823	11415.142097913758
795	19875	2.826	11415.142097913758
796	19900	2.828	11415.142097913758
797	19925	2.831	11378.995202636333
798	19950	2.834	11378.995202636333
799	19975	2.837	11378.995202636333
800	20000	2.84	11378.995202636333
801	20025	2.843	11378.995202636333
802	20050	2.846	11352.828739073897
803	20075	2.848	11352.828739073897
804	20100	2.851	11348.396111355538
805	20125	2.854	11348.396111355538
806	20150	2.857	11348.396111355538
807	20175	2.86	11342.655406027905
808	20200	2.863	11321.151182781035
809	20225	2.866	11321.151182781035
810	20250	2.869	11290.757135803751
811	20275	2.872	11290.757135803751
812	20300	2.875	11290.757135803751
813	20325	2.878	11290.757135803751
814	20350	2.881	11283.07536211329
815	20375	2.883	11283.07536211329
816	20400	2.886	11283.07536211329
817	20425	2.889	11270.693574054185
818	20450	2.892	11270.693574054185
819	20475	2.895	11252.540233357764
820	20500	2.898	11252.540233357764
821	20525	2.901	11223.254442080213
