iteration	evaluations	runtime[s]	f1[MIN]
190	4750	0.972	33562.18163475357
191	4775	0.976	32913.88917587879
192	4800	0.979	32657.221675034085
193	4825	0.983	32657.221675034085
194	4850	0.987	32657.221675034085
195	4875	0.99	32657.221675034085
196	4900	0.994	32657.221675034085
197	4925	0.998	32657.221675034085
198	4950	1.002	32657.221675034085
199	4975	1.005	32657.221675034085
200	5000	1.009	32657.221675034085
201	5025	1.012	31925.078708015793
202	5050	1.016	31925.078708015793
203	5075	1.02	31925.078708015793
204	5100	1.023	31925.078708015793
205	5125	1.027	31925.078708015793
206	5150	1.031	31925.078708015793
207	5175	1.035	31925.078708015793
208	5200	1.038	31925.078708015793
209	5225	1.042	31925.078708015793
210	5250	1.045	31808.07227345654
211	5275	1.049	31808.07227345654
212	5300	1.052	31660.492738590132
213	5325	1.055	31660.492738590132
214	5350	1.059	31660.492738590132
215	5375	1.062	31660.492738590132
216	5400	1.065	31169.210616491124
217	5425	1.069	31169.210616491124
218	5450	1.072	31118.868581502604
219	5475	1.075	31118.868581502604
220	5500	1.078	31118.868581502604
221	5525	1.082	30850.07336965615
222	5550	1.085	30850.07336965615
223	5575	1.088	30850.07336965615
224	5600	1.091	30775.19397402973
225	5625	1.095	30595.09082085844
226	5650	1.098	30545.421258260296
227	5675	1.101	30545.421258260296
228	5700	1.104	30545.421258260296
229	5725	1.108	30215.648597081163
230	5750	1.111	30215.648597081163
231	5775	1.114	30215.648597081163
232	5800	1.118	30215.648597081163
233	5825	1.121	30215.648597081163
234	5850	1.124	30215.648597081163
235	5875	1.127	30215.648597081163
236	5900	1.131	30215.648597081163
237	5925	1.134	30215.648597081163
238	5950	1.137	30215.648597081163
239	5975	1.14	30215.648597081163
240	6000	1.143	30151.666043174908
241	6025	1.147	29680.950228534595
242	6050	1.15	29680.950228534595
243	6075	1.153	29680.950228534595
244	6100	1.156	29618.729049217076
245	6125	1.16	29618.729049217076
246	6150	1.163	29436.62289061833
247	6175	1.166	29436.62289061833
248	6200	1.17	28770.783642414437
249	6225	1.173	28770.783642414437
250	6250	1.176	28770.783642414437
251	6275	1.179	28770.783642414437
252	6300	1.182	28770.783642414437
253	6325	1.186	28770.783642414437
254	6350	1.19	28770.783642414437
255	6375	1.193	28770.783642414437
256	6400	1.197	27978.68040939773
257	6425	1.201	27978.68040939773
258	6450	1.204	27978.68040939773
259	6475	1.207	27978.68040939773
260	6500	1.211	27978.68040939773
261	6525	1.214	27978.68040939773
262	6550	1.217	27978.68040939773
263	6575	1.22	27808.13266172103
264	6600	1.223	27808.13266172103
265	6625	1.226	27808.13266172103
266	6650	1.23	27808.13266172103
267	6675	1.233	27808.13266172103
268	6700	1.236	27808.13266172103
269	6725	1.239	27808.13266172103
270	6750	1.242	27808.13266172103
271	6775	1.245	27808.13266172103
272	6800	1.248	27808.13266172103
273	6825	1.252	27803.918344039572
274	6850	1.255	27803.918344039572
275	6875	1.258	27689.993901909354
276	6900	1.261	27678.03191593382
277	6925	1.264	27399.54656321889
278	6950	1.267	27399.54656321889
279	6975	1.27	27082.187718141216
280	7000	1.273	27082.187718141216
281	7025	1.276	26878.962928343684
282	7050	1.279	26878.962928343684
283	7075	1.283	26823.229002071675
284	7100	1.286	26823.229002071675
285	7125	1.289	26823.229002071675
286	7150	1.292	26823.229002071675
287	7175	1.295	26823.229002071675
288	7200	1.299	26231.263377455107
289	7225	1.302	26231.263377455107
290	7250	1.305	26231.263377455107
291	7275	1.308	26231.263377455107
292	7300	1.311	26231.263377455107
293	7325	1.314	25942.633672700846
294	7350	1.317	25942.633672700846
295	7375	1.32	25942.633672700846
296	7400	1.323	25942.633672700846
297	7425	1.327	25942.633672700846
298	7450	1.33	25942.633672700846
299	7475	1.333	25942.633672700846
300	7500	1.336	25942.633672700846
301	7525	1.339	25942.633672700846
302	7550	1.342	25744.20483054191
303	7575	1.345	25744.20483054191
304	7600	1.348	25485.718117907738
305	7625	1.352	25465.765266029743
306	7650	1.355	25465.765266029743
307	7675	1.358	25465.765266029743
308	7700	1.361	25374.435066741094
309	7725	1.364	25038.72542912644
310	7750	1.367	25038.72542912644
311	7775	1.37	25038.72542912644
312	7800	1.373	25038.72542912644
313	7825	1.377	24946.284379749388
314	7850	1.38	24946.284379749388
315	7875	1.383	24946.284379749388
316	7900	1.386	24946.284379749388
317	7925	1.39	24699.575680808368
318	7950	1.393	24699.575680808368
319	7975	1.396	24579.68819399476
320	8000	1.399	24579.68819399476
321	8025	1.402	24579.68819399476
322	8050	1.405	24579.68819399476
323	8075	1.408	24579.68819399476
324	8100	1.411	24219.262592699833
325	8125	1.415	24219.262592699833
326	8150	1.417	24219.262592699833
327	8175	1.421	24219.262592699833
328	8200	1.424	24219.262592699833
329	8225	1.427	24137.005536394096
330	8250	1.43	24137.005536394096
331	8275	1.433	24137.005536394096
332	8300	1.436	24137.005536394096
333	8325	1.439	24137.005536394096
334	8350	1.442	23995.24446588524
335	8375	1.445	23790.44106031599
336	8400	1.448	23790.44106031599
337	8425	1.451	23790.44106031599
338	8450	1.454	23665.103729974748
339	8475	1.457	23492.07548356615
340	8500	1.46	23341.977351196732
341	8525	1.464	23066.17310703625
342	8550	1.467	23066.17310703625
343	8575	1.47	23066.17310703625
344	8600	1.473	22906.879111193037
345	8625	1.476	22906.879111193037
346	8650	1.479	22906.879111193037
347	8675	1.482	22906.879111193037
348	8700	1.485	22906.879111193037
349	8725	1.488	22906.879111193037
350	8750	1.492	22906.879111193037
351	8775	1.495	22906.879111193037
352	8800	1.498	22906.879111193037
353	8825	1.501	22906.879111193037
354	8850	1.504	22906.879111193037
355	8875	1.507	22906.879111193037
356	8900	1.51	22878.392880494164
357	8925	1.513	22878.392880494164
358	8950	1.516	22603.5832346159
359	8975	1.52	22603.5832346159
360	9000	1.523	22118.952448776323
361	9025	1.526	22118.952448776323
362	9050	1.529	22118.952448776323
363	9075	1.532	22118.952448776323
364	9100	1.535	22118.952448776323
365	9125	1.538	22118.952448776323
366	9150	1.542	22118.952448776323
367	9175	1.545	22118.952448776323
368	9200	1.548	22118.952448776323
369	9225	1.551	22118.952448776323
370	9250	1.554	22118.952448776323
371	9275	1.556	22118.952448776323
372	9300	1.56	21468.236186258473
373	9325	1.563	21468.236186258473
374	9350	1.566	21468.236186258473
375	9375	1.569	21468.236186258473
376	9400	1.572	21468.236186258473
377	9425	1.575	21468.236186258473
378	9450	1.579	21468.236186258473
379	9475	1.582	21468.236186258473
380	9500	1.585	21368.631680314844
381	9525	1.588	21368.631680314844
382	9550	1.591	21368.631680314844
383	9575	1.594	21163.132073712688
384	9600	1.598	21163.132073712688
385	9625	1.603	21083.32351634204
386	9650	1.607	21025.42076770676
387	9675	1.61	21025.42076770676
388	9700	1.613	21025.42076770676
389	9725	1.617	21025.42076770676
390	9750	1.62	21025.42076770676
391	9775	1.623	21025.42076770676
392	9800	1.626	21025.42076770676
393	9825	1.629	20986.33412467917
394	9850	1.632	20753.70603783649
395	9875	1.635	20753.70603783649
396	9900	1.638	20561.710112548866
397	9925	1.641	20561.710112548866
398	9950	1.644	20561.710112548866
399	9975	1.647	20561.710112548866
400	10000	1.65	20561.710112548866
401	10025	1.665	20561.710112548866
402	10050	1.669	20561.710112548866
403	10075	1.672	20561.710112548866
404	10100	1.676	20311.931859578443
405	10125	1.679	20311.931859578443
406	10150	1.683	20311.931859578443
407	10175	1.686	20149.29867393536
408	10200	1.689	19946.488123843155
409	10225	1.693	19946.488123843155
410	10250	1.696	19946.488123843155
411	10275	1.699	19946.488123843155
412	10300	1.702	19946.488123843155
413	10325	1.706	19946.488123843155
414	10350	1.709	19946.488123843155
415	10375	1.713	19946.488123843155
416	10400	1.716	19448.18919529118
417	10425	1.719	19448.18919529118
418	10450	1.723	19448.18919529118
419	10475	1.726	19448.18919529118
420	10500	1.729	19448.18919529118
421	10525	1.733	19448.18919529118
422	10550	1.736	19448.18919529118
423	10575	1.739	19448.18919529118
424	10600	1.743	19448.18919529118
425	10625	1.746	19448.18919529118
426	10650	1.749	19448.18919529118
427	10675	1.753	19142.71969546948
428	10700	1.756	19142.71969546948
429	10725	1.759	19142.71969546948
430	10750	1.763	19142.71969546948
431	10775	1.766	19142.71969546948
432	10800	1.769	19142.71969546948
433	10825	1.773	19142.71969546948
434	10850	1.776	19142.71969546948
435	10875	1.78	19142.71969546948
436	10900	1.783	19068.360982142844
437	10925	1.786	19068.360982142844
438	10950	1.79	19068.360982142844
439	10975	1.793	19068.360982142844
440	11000	1.797	19068.360982142844
441	11025	1.8	19021.158437135302
442	11050	1.803	18994.27292003075
443	11075	1.807	18981.699226187015
444	11100	1.81	18463.49198493212
445	11125	1.813	18463.49198493212
446	11150	1.817	18463.49198493212
447	11175	1.82	18463.49198493212
448	11200	1.823	18463.49198493212
449	11225	1.827	18463.49198493212
450	11250	1.83	18463.49198493212
451	11275	1.833	18463.49198493212
452	11300	1.837	18463.49198493212
453	11325	1.84	18437.029431950094
454	11350	1.844	18437.029431950094
455	11375	1.847	18437.029431950094
456	11400	1.85	18363.350349655117
457	11425	1.853	18363.350349655117
458	11450	1.857	18363.350349655117
459	11475	1.86	18127.288500980303
460	11500	1.864	18127.288500980303
461	11525	1.867	18127.288500980303
462	11550	1.87	18127.288500980303
463	11575	1.874	18127.288500980303
464	11600	1.877	18073.55523856019
465	11625	1.88	18050.683961519037
466	11650	1.884	18050.683961519037
467	11675	1.887	17936.281956795996
468	11700	1.89	17936.281956795996
469	11725	1.894	17879.532267150018
470	11750	1.897	17879.532267150018
471	11775	1.9	17879.532267150018
472	11800	1.904	17445.240866398446
473	11825	1.907	17445.240866398446
474	11850	1.91	17445.240866398446
475	11875	1.914	17445.240866398446
476	11900	1.917	17445.240866398446
477	11925	1.92	17445.240866398446
478	11950	1.923	17445.240866398446
479	11975	1.927	17315.20329609977
480	12000	1.93	17211.044347222974
481	12025	1.933	17211.044347222974
482	12050	1.937	17211.044347222974
483	12075	1.94	17211.044347222974
484	12100	1.943	17211.044347222974
485	12125	1.946	17211.044347222974
486	12150	1.95	17202.37893404308
487	12175	1.953	17202.37893404308
488	12200	1.956	17185.1820939941
489	12225	1.96	17185.1820939941
490	12250	1.963	17035.134563640968
491	12275	1.966	17035.134563640968
492	12300	1.969	17035.134563640968
493	12325	1.972	17035.134563640968
494	12350	1.975	16773.17123072954
495	12375	1.978	16773.17123072954
496	12400	1.981	16773.17123072954
497	12425	1.984	16773.17123072954
498	12450	1.987	16773.17123072954
499	12475	1.99	16456.73880265267
500	12500	1.993	16456.73880265267
501	12525	1.996	16456.73880265267
502	12550	1.999	16456.73880265267
503	12575	2.002	16456.73880265267
504	12600	2.005	16456.73880265267
505	12625	2.008	16456.73880265267
506	12650	2.012	16456.73880265267
507	12675	2.015	16456.73880265267
508	12700	2.018	16456.73880265267
509	12725	2.021	16456.73880265267
510	12750	2.024	16456.73880265267
511	12775	2.027	16456.73880265267
512	12800	2.03	16201.94061123737
513	12825	2.033	16201.94061123737
514	12850	2.036	16201.94061123737
515	12875	2.039	16201.94061123737
516	12900	2.042	16201.94061123737
517	12925	2.045	16201.94061123737
518	12950	2.048	16201.94061123737
519	12975	2.052	16079.462585601847
520	13000	2.055	16079.462585601847
521	13025	2.058	16079.462585601847
522	13050	2.061	16079.462585601847
523	13075	2.064	16079.462585601847
524	13100	2.067	16079.462585601847
525	13125	2.07	16079.462585601847
526	13150	2.073	16079.462585601847
527	13175	2.076	16079.462585601847
528	13200	2.079	15946.815519224658
529	13225	2.082	15946.815519224658
530	13250	2.085	15946.815519224658
531	13275	2.087	15946.815519224658
532	13300	2.09	15946.815519224658
533	13325	2.093	15946.815519224658
534	13350	2.096	15946.815519224658
535	13375	2.099	15909.503749522537
536	13400	2.102	15758.34698271495
537	13425	2.105	15735.320510230662
538	13450	2.108	15735.320510230662
539	13475	2.111	15735.320510230662
540	13500	2.114	15735.320510230662
541	13525	2.117	15659.837824010583
542	13550	2.12	15659.837824010583
543	13575	2.123	15601.032870283285
544	13600	2.126	15601.032870283285
545	13625	2.129	15601.032870283285
546	13650	2.132	15583.525340302816
547	13675	2.135	15583.525340302816
548	13700	2.138	15483.761222200155
549	13725	2.141	15483.761222200155
550	13750	2.144	15483.761222200155
551	13775	2.147	15483.761222200155
552	13800	2.15	15483.761222200155
553	13825	2.153	15367.917801963922
554	13850	2.156	15367.917801963922
555	13875	2.158	15367.917801963922
556	13900	2.161	15367.917801963922
557	13925	2.164	15367.917801963922
558	13950	2.167	15319.764638328099
559	13975	2.17	15319.764638328099
560	14000	2.173	15246.75713624511
561	14025	2.176	15246.75713624511
562	14050	2.179	15114.336580011337
563	14075	2.183	15114.336580011337
564	14100	2.186	15114.336580011337
565	14125	2.189	15098.82242792538
566	14150	2.192	15098.82242792538
567	14175	2.195	15098.82242792538
568	14200	2.198	15098.82242792538
569	14225	2.201	15098.82242792538
570	14250	2.204	15098.82242792538
571	14275	2.207	15055.656499418052
572	14300	2.21	15055.656499418052
573	14325	2.213	15055.656499418052
574	14350	2.216	15055.656499418052
575	14375	2.219	15055.656499418052
576	14400	2.222	15055.656499418052
577	14425	2.225	15001.730258652635
578	14450	2.228	14938.402701666655
579	14475	2.231	14938.402701666655
580	14500	2.234	14938.402701666655
581	14525	2.237	14938.402701666655
582	14550	2.24	14927.477744432566
583	14575	2.242	14926.424069791858
584	14600	2.245	14926.424069791858
585	14625	2.248	14926.424069791858
586	14650	2.251	14890.907980951391
587	14675	2.254	14879.161156947943
588	14700	2.257	14836.402105534706
589	14725	2.26	14785.944541100378
590	14750	2.263	14785.944541100378
591	14775	2.266	14744.723556924317
592	14800	2.269	14744.723556924317
593	14825	2.272	14744.723556924317
594	14850	2.274	14744.723556924317
595	14875	2.277	14726.226860453324
596	14900	2.28	14714.107990475146
597	14925	2.283	14675.827662828091
598	14950	2.286	14675.827662828091
599	14975	2.288	14675.827662828091
600	15000	2.291	14675.827662828091
601	15025	2.294	14542.712583931638
602	15050	2.297	14542.712583931638
603	15075	2.3	14542.712583931638
604	15100	2.303	14542.712583931638
605	15125	2.306	14432.221992219582
606	15150	2.308	14432.221992219582
607	15175	2.311	14432.221992219582
608	15200	2.314	14432.221992219582
609	15225	2.317	14432.221992219582
610	15250	2.32	14432.221992219582
611	15275	2.322	14432.221992219582
612	15300	2.325	14432.221992219582
613	15325	2.328	14325.672733603165
614	15350	2.331	14325.672733603165
615	15375	2.334	14325.672733603165
616	15400	2.337	14325.672733603165
617	15425	2.339	14318.089480668903
618	15450	2.342	14318.089480668903
619	15475	2.345	14318.089480668903
620	15500	2.348	14318.089480668903
621	15525	2.351	14318.089480668903
622	15550	2.354	14318.089480668903
623	15575	2.357	14318.089480668903
624	15600	2.36	14318.089480668903
625	15625	2.363	14184.906469271915
626	15650	2.365	14119.79163110562
627	15675	2.368	14118.00144901436
628	15700	2.371	14118.00144901436
629	15725	2.374	14088.715070369075
630	15750	2.377	14088.715070369075
631	15775	2.38	14088.715070369075
632	15800	2.382	14088.715070369075
633	15825	2.385	14088.715070369075
634	15850	2.388	14088.715070369075
635	15875	2.391	14088.715070369075
636	15900	2.394	14088.715070369075
637	15925	2.397	14079.18798248108
638	15950	2.399	14079.18798248108
639	15975	2.402	14076.455189084727
640	16000	2.405	14059.933896515868
641	16025	2.408	14059.933896515868
642	16050	2.411	13847.796045588399
643	16075	2.414	13847.796045588399
644	16100	2.417	13847.796045588399
645	16125	2.42	13847.796045588399
646	16150	2.422	13847.796045588399
647	16175	2.425	13847.796045588399
648	16200	2.428	13847.796045588399
649	16225	2.431	13847.796045588399
650	16250	2.434	13847.796045588399
651	16275	2.436	13847.796045588399
652	16300	2.439	13847.796045588399
653	16325	2.442	13676.592575144276
654	16350	2.445	13676.592575144276
655	16375	2.448	13676.592575144276
656	16400	2.45	13676.592575144276
657	16425	2.453	13676.592575144276
658	16450	2.456	13676.592575144276
659	16475	2.459	13676.592575144276
660	16500	2.462	13676.592575144276
661	16525	2.465	13651.449426089443
662	16550	2.468	13651.449426089443
663	16575	2.47	13651.449426089443
664	16600	2.473	13562.851276300467
665	16625	2.476	13562.851276300467
666	16650	2.479	13562.851276300467
667	16675	2.482	13562.851276300467
668	16700	2.485	13439.0894051006
669	16725	2.488	13439.0894051006
670	16750	2.49	13439.0894051006
671	16775	2.493	13439.0894051006
672	16800	2.506	13439.0894051006
673	16825	2.509	13439.0894051006
674	16850	2.512	13439.0894051006
675	16875	2.515	13439.0894051006
676	16900	2.518	13439.0894051006
677	16925	2.521	13439.0894051006
678	16950	2.523	13439.0894051006
679	16975	2.526	13439.0894051006
680	17000	2.529	13439.0894051006
681	17025	2.532	13421.734930983177
682	17050	2.535	13421.734930983177
683	17075	2.538	13421.734930983177
684	17100	2.54	13421.734930983177
685	17125	2.543	13410.220604138727
686	17150	2.546	13410.220604138727
687	17175	2.549	13306.815877487112
688	17200	2.552	13306.815877487112
689	17225	2.554	13294.9639325173
690	17250	2.557	13294.9639325173
691	17275	2.56	13294.9639325173
692	17300	2.563	13294.9639325173
693	17325	2.566	13294.9639325173
694	17350	2.568	13294.9639325173
695	17375	2.571	13294.9639325173
696	17400	2.574	13208.827192667059
697	17425	2.577	13208.827192667059
698	17450	2.58	13208.827192667059
699	17475	2.583	13208.827192667059
700	17500	2.585	13208.827192667059
701	17525	2.588	13195.10964296279
702	17550	2.591	13195.10964296279
703	17575	2.594	13195.10964296279
704	17600	2.597	13150.165176021132
705	17625	2.6	13150.165176021132
706	17650	2.603	13150.165176021132
707	17675	2.606	13121.402133529115
708	17700	2.609	13081.369975311158
709	17725	2.612	13081.369975311158
710	17750	2.615	13081.369975311158
711	17775	2.617	13081.369975311158
712	17800	2.62	13067.903443259474
713	17825	2.623	13067.903443259474
714	17850	2.626	13054.73656099412
715	17875	2.629	13054.73656099412
716	17900	2.632	13054.73656099412
717	17925	2.634	12959.41868648485
718	17950	2.637	12959.41868648485
719	17975	2.64	12959.41868648485
720	18000	2.643	12959.41868648485
721	18025	2.646	12959.41868648485
722	18050	2.649	12959.41868648485
723	18075	2.651	12923.4135043476
724	18100	2.654	12923.4135043476
725	18125	2.657	12923.4135043476
726	18150	2.66	12923.4135043476
727	18175	2.663	12923.4135043476
728	18200	2.666	12923.4135043476
729	18225	2.669	12923.4135043476
730	18250	2.672	12923.4135043476
731	18275	2.674	12918.746327255803
732	18300	2.677	12868.703592147831
733	18325	2.68	12868.703592147831
734	18350	2.683	12868.703592147831
735	18375	2.686	12865.366988742233
736	18400	2.689	12855.89528287042
737	18425	2.692	12855.89528287042
738	18450	2.695	12855.89528287042
739	18475	2.698	12834.358459664236
740	18500	2.7	12834.358459664236
741	18525	2.703	12834.280765930645
742	18550	2.706	12787.496992608936
743	18575	2.709	12787.496992608936
744	18600	2.712	12787.496992608936
745	18625	2.715	12779.4005445121
746	18650	2.718	12779.4005445121
747	18675	2.721	12779.4005445121
748	18700	2.723	12779.4005445121
749	18725	2.726	12779.4005445121
750	18750	2.729	12779.4005445121
751	18775	2.732	12712.072489935053
752	18800	2.735	12691.72417821219
753	18825	2.738	12691.72417821219
754	18850	2.741	12671.738736415104
755	18875	2.743	12671.738736415104
756	18900	2.746	12651.664888400843
757	18925	2.749	12651.664888400843
758	18950	2.752	12651.664888400843
759	18975	2.755	12651.664888400843
760	19000	2.758	12606.770901175538
761	19025	2.76	12606.770901175538
762	19050	2.763	12606.770901175538
763	19075	2.766	12606.770901175538
764	19100	2.769	12594.939368713716
765	19125	2.772	12534.480951127614
766	19150	2.774	12534.480951127614
767	19175	2.777	12534.480951127614
768	19200	2.78	12534.480951127614
769	19225	2.783	12534.480951127614
770	19250	2.786	12534.480951127614
771	19275	2.789	12534.480951127614
772	19300	2.792	12503.981272364677
773	19325	2.795	12503.981272364677
774	19350	2.798	12503.981272364677
775	19375	2.801	12503.981272364677
776	19400	2.804	12426.446238155575
777	19425	2.807	12426.446238155575
778	19450	2.809	12426.446238155575
779	19475	2.812	12426.446238155575
780	19500	2.815	12426.446238155575
781	19525	2.818	12426.446238155575
782	19550	2.821	12426.446238155575
783	19575	2.824	12426.446238155575
784	19600	2.827	12426.446238155575
785	19625	2.83	12426.446238155575
786	19650	2.833	12375.06163085236
787	19675	2.836	12375.06163085236
788	19700	2.839	12375.06163085236
789	19725	2.842	12375.06163085236
790	19750	2.845	12329.16676587746
791	19775	2.848	12329.16676587746
792	19800	2.85	12329.16676587746
793	19825	2.853	12329.16676587746
794	19850	2.856	12329.16676587746
795	19875	2.859	12329.16676587746
796	19900	2.862	12324.8144372448
797	19925	2.865	12324.8144372448
798	19950	2.868	12304.548939722168
799	19975	2.871	12304.548939722168
800	20000	2.874	12286.353078261056
801	20025	2.876	12286.353078261056
802	20050	2.879	12286.353078261056
803	20075	2.882	12224.797246036804
804	20100	2.885	12224.797246036804
805	20125	2.888	12224.797246036804
806	20150	2.891	12224.797246036804
807	20175	2.894	12204.050365590734
808	20200	2.897	12199.915864616833
809	20225	2.9	12199.915864616833
810	20250	2.903	12125.096457761083
811	20275	2.906	12125.096457761083
812	20300	2.909	12125.096457761083
813	20325	2.911	12125.096457761083
814	20350	2.914	12061.54991129668
815	20375	2.917	12061.54991129668
816	20400	2.92	12030.710659908693
817	20425	2.923	12030.710659908693
818	20450	2.926	12030.710659908693
819	20475	2.929	11927.348993064743
820	20500	2.931	11927.348993064743
821	20525	2.934	11927.348993064743
