iteration	evaluations	runtime[s]	distance[MIN]
189	4725	0.548	7077.802938295837
190	4750	0.55	7077.802938295837
191	4775	0.551	7077.802938295837
192	4800	0.553	7027.683875710397
193	4825	0.555	7027.683875710397
194	4850	0.557	7027.683875710397
195	4875	0.559	7027.683875710397
196	4900	0.561	7027.683875710397
197	4925	0.562	7027.683875710397
198	4950	0.564	7027.683875710397
199	4975	0.565	7027.683875710397
200	5000	0.567	7027.683875710397
201	5025	0.569	7009.254002236286
202	5050	0.57	7009.254002236286
203	5075	0.572	7009.254002236286
204	5100	0.574	7009.254002236286
205	5125	0.575	7009.254002236286
206	5150	0.577	7009.254002236286
207	5175	0.579	6971.369672028259
208	5200	0.58	6971.369672028259
209	5225	0.582	6971.369672028259
210	5250	0.583	6971.369672028259
211	5275	0.585	6971.369672028259
212	5300	0.587	6971.369672028259
213	5325	0.588	6971.369672028259
214	5350	0.59	6942.63669483676
215	5375	0.592	6911.947612985539
216	5400	0.594	6911.947612985539
217	5425	0.596	6911.947612985539
218	5450	0.598	6911.947612985539
219	5475	0.6	6911.947612985539
220	5500	0.601	6911.947612985539
221	5525	0.603	6911.947612985539
222	5550	0.605	6911.947612985539
223	5575	0.606	6911.947612985539
224	5600	0.608	6806.6875888356235
225	5625	0.61	6806.6875888356235
226	5650	0.611	6806.6875888356235
227	5675	0.613	6806.6875888356235
228	5700	0.614	6806.6875888356235
229	5725	0.616	6806.6875888356235
230	5750	0.618	6752.16270735224
231	5775	0.619	6752.16270735224
232	5800	0.621	6752.16270735224
233	5825	0.623	6752.16270735224
234	5850	0.624	6742.096960933449
235	5875	0.626	6742.096960933449
236	5900	0.627	6742.096960933449
237	5925	0.629	6742.096960933449
238	5950	0.631	6742.096960933449
239	5975	0.632	6742.096960933449
240	6000	0.634	6680.921674789282
241	6025	0.635	6680.921674789282
242	6050	0.637	6680.921674789282
243	6075	0.639	6680.921674789282
244	6100	0.641	6677.048320553181
245	6125	0.642	6677.048320553181
246	6150	0.644	6677.048320553181
247	6175	0.646	6677.048320553181
248	6200	0.647	6677.048320553181
249	6225	0.649	6661.495024719786
250	6250	0.65	6661.495024719786
251	6275	0.652	6661.495024719786
252	6300	0.654	6661.495024719786
253	6325	0.655	6650.86305796909
254	6350	0.657	6650.86305796909
255	6375	0.659	6650.86305796909
256	6400	0.661	6650.86305796909
257	6425	0.663	6619.831426434321
258	6450	0.665	6595.489911157243
259	6475	0.668	6595.489911157243
260	6500	0.671	6595.489911157243
261	6525	0.673	6595.489911157243
262	6550	0.677	6595.489911157243
263	6575	0.679	6595.489911157243
264	6600	0.681	6595.489911157243
265	6625	0.683	6581.933729043164
266	6650	0.684	6581.933729043164
267	6675	0.686	6581.933729043164
268	6700	0.688	6483.139442509979
269	6725	0.69	6483.139442509979
270	6750	0.691	6483.139442509979
271	6775	0.693	6483.139442509979
272	6800	0.695	6483.139442509979
273	6825	0.697	6483.139442509979
274	6850	0.699	6483.139442509979
275	6875	0.701	6483.139442509979
276	6900	0.702	6483.139442509979
277	6925	0.704	6483.139442509979
278	6950	0.706	6483.139442509979
279	6975	0.708	6464.468881049381
280	7000	0.709	6464.468881049381
281	7025	0.711	6464.468881049381
282	7050	0.713	6464.468881049381
283	7075	0.715	6424.477148903524
284	7100	0.716	6424.477148903524
285	7125	0.718	6424.477148903524
286	7150	0.72	6424.477148903524
287	7175	0.722	6424.477148903524
288	7200	0.723	6424.477148903524
289	7225	0.725	6424.477148903524
290	7250	0.727	6424.477148903524
291	7275	0.729	6424.477148903524
292	7300	0.731	6424.477148903524
293	7325	0.733	6424.477148903524
294	7350	0.734	6424.477148903524
295	7375	0.736	6424.477148903524
296	7400	0.738	6424.477148903524
297	7425	0.74	6424.477148903524
298	7450	0.741	6414.305493150738
299	7475	0.743	6414.305493150738
300	7500	0.745	6414.305493150738
301	7525	0.747	6414.305493150738
302	7550	0.748	6414.305493150738
303	7575	0.75	6414.305493150738
304	7600	0.752	6377.48939587952
305	7625	0.754	6377.48939587952
306	7650	0.755	6377.48939587952
307	7675	0.757	6377.48939587952
308	7700	0.759	6377.48939587952
309	7725	0.761	6377.48939587952
310	7750	0.762	6377.48939587952
311	7775	0.764	6377.48939587952
312	7800	0.766	6377.48939587952
313	7825	0.768	6377.48939587952
314	7850	0.769	6377.48939587952
315	7875	0.771	6377.48939587952
316	7900	0.773	6373.606209394969
317	7925	0.774	6373.606209394969
318	7950	0.776	6373.606209394969
319	7975	0.778	6373.606209394969
320	8000	0.78	6373.606209394969
321	8025	0.782	6373.606209394969
322	8050	0.783	6373.606209394969
323	8075	0.785	6373.606209394969
324	8100	0.787	6373.606209394969
325	8125	0.788	6359.194176397404
326	8150	0.79	6359.194176397404
327	8175	0.792	6359.194176397404
328	8200	0.794	6359.194176397404
329	8225	0.796	6359.194176397404
330	8250	0.797	6359.194176397404
331	8275	0.799	6359.194176397404
332	8300	0.801	6359.194176397404
333	8325	0.802	6359.194176397404
334	8350	0.804	6355.262438516825
335	8375	0.806	6355.262438516825
336	8400	0.807	6326.587895232159
337	8425	0.809	6326.587895232159
338	8450	0.811	6326.587895232159
339	8475	0.813	6326.587895232159
340	8500	0.814	6326.587895232159
341	8525	0.816	6315.027010272899
342	8550	0.818	6306.285645600435
343	8575	0.819	6306.285645600435
344	8600	0.821	6306.285645600435
345	8625	0.823	6306.285645600435
346	8650	0.824	6306.285645600435
347	8675	0.826	6306.285645600435
348	8700	0.828	6306.285645600435
349	8725	0.83	6306.285645600435
350	8750	0.831	6273.943890037274
351	8775	0.833	6273.943890037274
352	8800	0.835	6273.943890037274
353	8825	0.836	6273.943890037274
354	8850	0.838	6198.750171951006
355	8875	0.84	6198.750171951006
356	8900	0.841	6198.750171951006
357	8925	0.843	6198.750171951006
358	8950	0.845	6198.750171951006
359	8975	0.846	6198.750171951006
360	9000	0.848	6198.750171951006
361	9025	0.85	6198.750171951006
362	9050	0.851	6198.750171951006
363	9075	0.853	6198.750171951006
364	9100	0.855	6198.750171951006
365	9125	0.856	6198.750171951006
366	9150	0.858	6198.750171951006
367	9175	0.86	6193.233615055479
368	9200	0.862	6193.233615055479
369	9225	0.864	6193.233615055479
370	9250	0.866	6170.403768754401
371	9275	0.867	6170.403768754401
372	9300	0.869	6170.403768754401
373	9325	0.871	6170.403768754401
374	9350	0.873	6170.403768754401
375	9375	0.874	6170.403768754401
376	9400	0.876	6170.403768754401
377	9425	0.878	6170.403768754401
378	9450	0.88	6169.144000466497
379	9475	0.882	6135.628736217584
380	9500	0.883	6135.628736217584
381	9525	0.885	6135.628736217584
382	9550	0.887	6135.628736217584
383	9575	0.889	6135.628736217584
384	9600	0.891	6135.628736217584
385	9625	0.893	6135.628736217584
386	9650	0.895	6135.628736217584
387	9675	0.897	6135.628736217584
388	9700	0.898	6135.628736217584
389	9725	0.9	6135.628736217584
390	9750	0.902	6121.975531383063
391	9775	0.904	6121.975531383063
392	9800	0.905	6092.9638191023705
393	9825	0.907	6092.9638191023705
394	9850	0.909	6092.9638191023705
395	9875	0.911	6029.608746377823
396	9900	0.913	6029.608746377823
397	9925	0.914	6029.608746377823
398	9950	0.916	6029.608746377823
399	9975	0.918	6029.608746377823
400	10000	0.92	6029.608746377823
401	10025	0.922	6029.608746377823
402	10050	0.924	6029.608746377823
403	10075	0.925	6029.608746377823
404	10100	0.927	6029.608746377823
405	10125	0.929	6029.608746377823
406	10150	0.931	6029.608746377823
407	10175	0.933	6029.608746377823
408	10200	0.935	6029.608746377823
409	10225	0.936	6029.608746377823
410	10250	0.938	6029.608746377823
411	10275	0.94	5986.789525433072
412	10300	0.942	5986.789525433072
413	10325	0.944	5986.789525433072
414	10350	0.945	5986.789525433072
415	10375	0.947	5986.789525433072
416	10400	0.949	5986.789525433072
417	10425	0.951	5973.475799726349
418	10450	0.953	5973.475799726349
419	10475	0.954	5924.3680196827545
420	10500	0.956	5924.3680196827545
421	10525	0.958	5924.3680196827545
422	10550	0.96	5924.3680196827545
423	10575	0.962	5924.3680196827545
424	10600	0.964	5900.936274900398
425	10625	0.965	5900.936274900398
426	10650	0.967	5900.936274900398
427	10675	0.981	5900.936274900398
428	10700	0.983	5900.936274900398
429	10725	0.984	5900.936274900398
430	10750	0.986	5900.936274900398
431	10775	0.987	5900.936274900398
432	10800	0.989	5900.936274900398
433	10825	0.99	5900.936274900398
434	10850	0.992	5900.936274900398
435	10875	0.993	5900.936274900398
436	10900	0.995	5900.936274900398
437	10925	0.996	5900.936274900398
438	10950	0.998	5881.476693384291
439	10975	0.999	5881.476693384291
440	11000	1.001	5881.476693384291
441	11025	1.002	5881.476693384291
442	11050	1.004	5881.476693384291
443	11075	1.006	5881.476693384291
444	11100	1.007	5881.476693384291
445	11125	1.009	5881.476693384291
446	11150	1.01	5881.476693384291
447	11175	1.012	5881.476693384291
448	11200	1.013	5881.476693384291
449	11225	1.015	5881.476693384291
450	11250	1.016	5881.476693384291
451	11275	1.018	5881.476693384291
452	11300	1.019	5881.476693384291
453	11325	1.021	5881.476693384291
454	11350	1.023	5867.300290448615
455	11375	1.024	5867.300290448615
456	11400	1.026	5867.300290448615
457	11425	1.027	5867.300290448615
458	11450	1.029	5867.300290448615
459	11475	1.03	5867.300290448615
460	11500	1.032	5867.300290448615
461	11525	1.033	5867.300290448615
462	11550	1.035	5849.484073744997
463	11575	1.036	5849.484073744997
464	11600	1.038	5849.484073744997
465	11625	1.039	5830.723331672602
466	11650	1.04	5830.723331672602
467	11675	1.042	5830.723331672602
468	11700	1.043	5830.723331672602
469	11725	1.045	5797.048614054431
470	11750	1.046	5797.048614054431
471	11775	1.047	5797.048614054431
472	11800	1.049	5797.048614054431
473	11825	1.05	5797.048614054431
474	11850	1.052	5797.048614054431
475	11875	1.053	5797.048614054431
476	11900	1.054	5797.048614054431
477	11925	1.056	5797.048614054431
478	11950	1.057	5797.048614054431
479	11975	1.059	5778.49390828428
480	12000	1.06	5778.49390828428
481	12025	1.061	5778.49390828428
482	12050	1.063	5778.49390828428
483	12075	1.064	5778.49390828428
484	12100	1.066	5778.49390828428
485	12125	1.067	5778.49390828428
486	12150	1.069	5778.49390828428
487	12175	1.07	5778.49390828428
488	12200	1.071	5778.49390828428
489	12225	1.073	5773.429094514266
490	12250	1.074	5773.429094514266
491	12275	1.075	5773.429094514266
492	12300	1.077	5773.429094514266
493	12325	1.078	5773.429094514266
494	12350	1.08	5773.429094514266
495	12375	1.081	5773.429094514266
496	12400	1.083	5773.429094514266
497	12425	1.084	5773.429094514266
498	12450	1.085	5773.429094514266
499	12475	1.087	5734.834110555575
500	12500	1.088	5734.834110555575
501	12525	1.09	5734.834110555575
502	12550	1.091	5734.834110555575
503	12575	1.092	5734.834110555575
504	12600	1.094	5734.834110555575
505	12625	1.095	5734.834110555575
506	12650	1.097	5734.834110555575
507	12675	1.098	5734.834110555575
508	12700	1.099	5734.834110555575
509	12725	1.101	5734.834110555575
510	12750	1.102	5734.834110555575
511	12775	1.104	5734.834110555575
512	12800	1.105	5734.834110555575
513	12825	1.107	5734.834110555575
514	12850	1.108	5734.834110555575
515	12875	1.11	5734.834110555575
516	12900	1.111	5734.834110555575
517	12925	1.113	5734.834110555575
518	12950	1.114	5734.834110555575
519	12975	1.116	5734.834110555575
520	13000	1.117	5734.834110555575
521	13025	1.119	5734.834110555575
522	13050	1.12	5733.643278344775
523	13075	1.121	5692.6083655820285
524	13100	1.123	5692.6083655820285
525	13125	1.124	5692.6083655820285
526	13150	1.126	5692.6083655820285
527	13175	1.127	5692.6083655820285
528	13200	1.129	5692.6083655820285
529	13225	1.13	5692.6083655820285
530	13250	1.131	5692.6083655820285
531	13275	1.133	5692.6083655820285
532	13300	1.134	5692.6083655820285
533	13325	1.136	5692.6083655820285
534	13350	1.137	5692.6083655820285
535	13375	1.138	5681.023614177638
536	13400	1.14	5681.023614177638
537	13425	1.141	5660.552632286205
538	13450	1.142	5660.552632286205
539	13475	1.144	5660.552632286205
540	13500	1.145	5660.552632286205
541	13525	1.146	5660.552632286205
542	13550	1.148	5660.552632286205
543	13575	1.149	5624.204851129457
544	13600	1.151	5624.204851129457
545	13625	1.152	5624.204851129457
546	13650	1.153	5624.204851129457
547	13675	1.155	5624.204851129457
548	13700	1.156	5624.204851129457
549	13725	1.157	5624.204851129457
550	13750	1.159	5624.204851129457
551	13775	1.16	5624.204851129457
552	13800	1.162	5624.204851129457
553	13825	1.163	5624.204851129457
554	13850	1.165	5624.204851129457
555	13875	1.166	5624.204851129457
556	13900	1.168	5624.204851129457
557	13925	1.169	5624.204851129457
558	13950	1.17	5624.204851129457
559	13975	1.172	5624.204851129457
560	14000	1.173	5624.204851129457
561	14025	1.174	5624.204851129457
562	14050	1.176	5624.204851129457
563	14075	1.177	5624.204851129457
564	14100	1.178	5624.204851129457
565	14125	1.18	5624.204851129457
566	14150	1.181	5624.204851129457
567	14175	1.183	5624.204851129457
568	14200	1.184	5601.561675262983
569	14225	1.185	5601.561675262983
570	14250	1.187	5601.561675262983
571	14275	1.188	5601.561675262983
572	14300	1.189	5601.561675262983
573	14325	1.191	5601.561675262983
574	14350	1.192	5601.561675262983
575	14375	1.194	5601.561675262983
576	14400	1.196	5601.561675262983
577	14425	1.198	5601.561675262983
578	14450	1.2	5601.561675262983
579	14475	1.203	5537.326076782393
580	14500	1.205	5537.326076782393
581	14525	1.207	5537.326076782393
582	14550	1.209	5537.326076782393
583	14575	1.212	5537.326076782393
584	14600	1.214	5537.326076782393
585	14625	1.216	5537.326076782393
586	14650	1.219	5537.326076782393
587	14675	1.221	5537.326076782393
588	14700	1.223	5537.326076782393
589	14725	1.225	5537.326076782393
590	14750	1.227	5537.326076782393
591	14775	1.23	5537.326076782393
592	14800	1.232	5537.326076782393
593	14825	1.234	5537.326076782393
594	14850	1.236	5537.326076782393
595	14875	1.239	5537.326076782393
596	14900	1.241	5507.719461995178
597	14925	1.243	5507.719461995178
598	14950	1.246	5507.719461995178
599	14975	1.248	5507.719461995178
600	15000	1.25	5507.719461995178
601	15025	1.253	5507.719461995178
602	15050	1.255	5507.719461995178
603	15075	1.258	5507.719461995178
604	15100	1.26	5507.719461995178
605	15125	1.262	5507.719461995178
606	15150	1.265	5507.719461995178
607	15175	1.267	5507.719461995178
608	15200	1.27	5507.719461995178
609	15225	1.272	5507.719461995178
610	15250	1.274	5507.719461995178
611	15275	1.277	5507.719461995178
612	15300	1.279	5507.719461995178
613	15325	1.282	5507.719461995178
614	15350	1.284	5497.902105629844
615	15375	1.286	5497.902105629844
616	15400	1.289	5497.902105629844
617	15425	1.291	5497.902105629844
618	15450	1.294	5497.902105629844
619	15475	1.296	5497.902105629844
620	15500	1.297	5497.902105629844
621	15525	1.298	5497.902105629844
622	15550	1.3	5497.902105629844
623	15575	1.301	5446.3533681432045
624	15600	1.302	5446.3533681432045
625	15625	1.304	5446.3533681432045
626	15650	1.305	5446.3533681432045
627	15675	1.306	5446.3533681432045
628	15700	1.308	5446.3533681432045
629	15725	1.309	5444.889073142651
630	15750	1.31	5444.674302400656
631	15775	1.312	5444.674302400656
632	15800	1.313	5444.674302400656
633	15825	1.315	5420.697053444106
634	15850	1.316	5420.697053444106
635	15875	1.317	5420.697053444106
636	15900	1.319	5420.697053444106
637	15925	1.32	5420.697053444106
638	15950	1.321	5420.697053444106
639	15975	1.323	5420.697053444106
640	16000	1.324	5420.697053444106
641	16025	1.325	5420.697053444106
642	16050	1.327	5420.697053444106
643	16075	1.328	5420.697053444106
644	16100	1.329	5420.697053444106
645	16125	1.331	5420.697053444106
646	16150	1.332	5420.697053444106
647	16175	1.334	5420.697053444106
648	16200	1.335	5420.697053444106
649	16225	1.336	5420.697053444106
650	16250	1.338	5420.697053444106
651	16275	1.339	5420.697053444106
652	16300	1.341	5420.697053444106
653	16325	1.342	5420.697053444106
654	16350	1.343	5420.697053444106
655	16375	1.345	5419.227036027356
656	16400	1.346	5419.227036027356
657	16425	1.347	5380.327763520809
658	16450	1.349	5380.327763520809
659	16475	1.35	5380.327763520809
660	16500	1.351	5380.327763520809
661	16525	1.353	5380.327763520809
662	16550	1.354	5380.327763520809
663	16575	1.355	5380.327763520809
664	16600	1.357	5380.327763520809
665	16625	1.358	5380.327763520809
666	16650	1.359	5380.327763520809
667	16675	1.361	5380.327763520809
668	16700	1.362	5380.327763520809
669	16725	1.363	5380.327763520809
670	16750	1.365	5380.327763520809
671	16775	1.366	5380.327763520809
672	16800	1.367	5380.327763520809
673	16825	1.369	5380.327763520809
674	16850	1.37	5380.327763520809
675	16875	1.371	5361.204069697882
676	16900	1.373	5361.204069697882
677	16925	1.374	5328.966795653466
678	16950	1.376	5328.966795653466
679	16975	1.377	5328.966795653466
680	17000	1.378	5318.04733866651
681	17025	1.38	5318.04733866651
682	17050	1.381	5318.04733866651
683	17075	1.382	5318.04733866651
684	17100	1.384	5318.04733866651
685	17125	1.385	5318.04733866651
686	17150	1.386	5318.04733866651
687	17175	1.388	5318.04733866651
688	17200	1.389	5313.126792283091
689	17225	1.39	5313.126792283091
690	17250	1.392	5313.126792283091
691	17275	1.393	5313.126792283091
692	17300	1.394	5313.126792283091
693	17325	1.396	5313.126792283091
694	17350	1.397	5308.391660890646
695	17375	1.398	5308.391660890646
696	17400	1.4	5304.438920860306
697	17425	1.401	5304.438920860306
698	17450	1.402	5304.438920860306
699	17475	1.404	5303.326317850403
700	17500	1.405	5303.326317850403
701	17525	1.406	5279.380970138216
702	17550	1.408	5279.380970138216
703	17575	1.409	5279.380970138216
704	17600	1.411	5279.380970138216
705	17625	1.412	5279.380970138216
706	17650	1.413	5279.380970138216
707	17675	1.415	5279.380970138216
708	17700	1.416	5279.380970138216
709	17725	1.417	5279.380970138216
710	17750	1.419	5255.626934796163
711	17775	1.42	5255.626934796163
712	17800	1.421	5255.626934796163
713	17825	1.423	5255.626934796163
714	17850	1.424	5255.626934796163
715	17875	1.425	5244.576652564876
716	17900	1.427	5244.576652564876
717	17925	1.428	5244.576652564876
718	17950	1.43	5244.576652564876
719	17975	1.431	5211.511329844791
720	18000	1.432	5211.511329844791
721	18025	1.434	5211.511329844791
722	18050	1.435	5211.511329844791
723	18075	1.436	5211.511329844791
724	18100	1.438	5211.511329844791
725	18125	1.439	5211.511329844791
726	18150	1.44	5211.511329844791
727	18175	1.442	5211.511329844791
728	18200	1.443	5211.511329844791
729	18225	1.444	5211.511329844791
730	18250	1.446	5211.511329844791
731	18275	1.447	5211.511329844791
732	18300	1.449	5211.511329844791
733	18325	1.45	5211.511329844791
734	18350	1.451	5211.511329844791
735	18375	1.453	5211.511329844791
736	18400	1.454	5211.511329844791
737	18425	1.455	5211.511329844791
738	18450	1.457	5211.511329844791
739	18475	1.458	5211.511329844791
740	18500	1.459	5211.511329844791
741	18525	1.461	5211.511329844791
742	18550	1.462	5211.511329844791
743	18575	1.463	5211.511329844791
744	18600	1.465	5211.511329844791
745	18625	1.466	5211.511329844791
746	18650	1.467	5211.511329844791
747	18675	1.469	5211.511329844791
748	18700	1.47	5211.511329844791
749	18725	1.471	5211.511329844791
750	18750	1.473	5211.511329844791
751	18775	1.474	5169.715564534577
752	18800	1.475	5169.715564534577
753	18825	1.477	5169.715564534577
754	18850	1.478	5169.715564534577
755	18875	1.479	5169.715564534577
756	18900	1.48	5169.715564534577
757	18925	1.482	5169.715564534577
758	18950	1.483	5169.715564534577
759	18975	1.484	5169.715564534577
760	19000	1.486	5165.551935007695
761	19025	1.487	5165.551935007695
762	19050	1.488	5165.551935007695
763	19075	1.489	5165.551935007695
764	19100	1.491	5165.551935007695
765	19125	1.492	5165.551935007695
766	19150	1.493	5158.511885494922
767	19175	1.494	5158.511885494922
768	19200	1.496	5151.971495760262
769	19225	1.497	5151.971495760262
770	19250	1.498	5151.971495760262
771	19275	1.5	5151.971495760262
772	19300	1.501	5151.971495760262
773	19325	1.502	5151.971495760262
774	19350	1.503	5151.971495760262
775	19375	1.505	5151.971495760262
776	19400	1.506	5151.971495760262
777	19425	1.507	5151.971495760262
778	19450	1.509	5151.971495760262
779	19475	1.51	5151.971495760262
780	19500	1.511	5151.971495760262
781	19525	1.512	5151.971495760262
782	19550	1.514	5151.971495760262
783	19575	1.515	5151.971495760262
784	19600	1.516	5151.971495760262
785	19625	1.517	5151.971495760262
786	19650	1.519	5151.971495760262
787	19675	1.52	5151.971495760262
788	19700	1.521	5151.971495760262
789	19725	1.522	5151.971495760262
790	19750	1.524	5151.971495760262
791	19775	1.525	5151.971495760262
792	19800	1.526	5151.971495760262
793	19825	1.527	5151.971495760262
794	19850	1.529	5151.971495760262
795	19875	1.53	5151.971495760262
796	19900	1.531	5151.971495760262
797	19925	1.532	5151.971495760262
798	19950	1.534	5130.803337779346
799	19975	1.535	5130.803337779346
800	20000	1.536	5130.803337779346
801	20025	1.537	5130.803337779346
802	20050	1.539	5130.803337779346
803	20075	1.54	5130.803337779346
804	20100	1.541	5130.803337779346
805	20125	1.542	5103.050712858169
806	20150	1.543	5103.050712858169
807	20175	1.544	5103.050712858169
808	20200	1.546	5103.050712858169
809	20225	1.547	5103.050712858169
810	20250	1.548	5103.050712858169
811	20275	1.549	5103.050712858169
812	20300	1.55	5103.050712858169
813	20325	1.552	5103.050712858169
814	20350	1.553	5086.797073737846
815	20375	1.554	5075.902622837226
816	20400	1.555	5075.902622837226
817	20425	1.557	5075.902622837226
818	20450	1.558	5075.902622837226
819	20475	1.559	5075.902622837226
