iteration	evaluations	runtime[s]	distance[MIN]
177	28320	10.338	1155.5562511699702
178	28480	10.395	1155.5562511699702
179	28640	10.449	1155.5562511699702
180	28800	10.502	1155.5562511699702
181	28960	10.557	1155.5562511699702
182	29120	10.61	1155.5562511699702
183	29280	10.664	1155.5562511699702
184	29440	10.718	1155.5562511699702
185	29600	10.772	1155.5562511699702
186	29760	10.831	1155.5562511699702
187	29920	10.891	1155.5562511699702
188	30080	10.946	1155.5562511699702
189	30240	11.002	1155.5562511699702
190	30400	11.056	1155.5562511699702
191	30560	11.113	1155.5562511699702
192	30720	11.17	1155.5562511699702
193	30880	11.221	1155.5562511699702
194	31040	11.279	1155.5562511699702
195	31200	11.331	1155.5562511699702
196	31360	11.386	1155.5562511699702
197	31520	11.445	1155.5562511699702
198	31680	11.5	1155.5562511699702
199	31840	11.553	1155.5562511699702
200	32000	11.607	1155.5562511699702
201	32160	11.658	1155.5562511699702
202	32320	11.714	1155.5562511699702
203	32480	11.767	1155.5562511699702
204	32640	11.818	1155.5562511699702
205	32800	11.873	1155.5562511699702
206	32960	11.927	1155.5562511699702
207	33120	11.981	1155.5562511699702
208	33280	12.034	1155.5562511699702
209	33440	12.087	1155.5562511699702
210	33600	12.143	1155.5562511699702
211	33760	12.196	1155.5562511699702
212	33920	12.25	1155.5562511699702
213	34080	12.303	1155.5562511699702
214	34240	12.355	1155.5562511699702
215	34400	12.408	1155.5562511699702
216	34560	12.461	1155.5562511699702
217	34720	12.516	1155.5562511699702
218	34880	12.571	1155.5562511699702
219	35040	12.625	1155.5562511699702
220	35200	12.679	1155.5562511699702
221	35360	12.732	1155.5562511699702
222	35520	12.787	1155.5562511699702
223	35680	12.842	1155.5562511699702
224	35840	12.896	1155.5562511699702
225	36000	12.95	1155.5562511699702
226	36160	13.004	1155.5562511699702
227	36320	13.057	1155.5562511699702
228	36480	13.116	1155.5562511699702
229	36640	13.17	1155.5562511699702
230	36800	13.226	1155.5562511699702
231	36960	13.279	1155.5562511699702
232	37120	13.332	1155.5562511699702
233	37280	13.387	1155.5562511699702
234	37440	13.459	1155.5562511699702
235	37600	13.519	1155.5562511699702
236	37760	13.577	1155.5562511699702
237	37920	13.631	1155.5562511699702
238	38080	13.684	1155.5562511699702
239	38240	13.739	1155.5562511699702
240	38400	13.794	1155.5562511699702
241	38560	13.854	1155.5562511699702
242	38720	13.918	1155.5562511699702
243	38880	13.984	1155.5562511699702
244	39040	14.046	1155.5562511699702
245	39200	14.107	1155.5562511699702
246	39360	14.17	1155.5562511699702
247	39520	14.228	1155.5562511699702
248	39680	14.287	1155.5562511699702
249	39840	14.344	1155.5562511699702
250	40000	14.405	1155.5562511699702
251	40160	14.465	1155.5562511699702
252	40320	14.527	1155.5562511699702
253	40480	14.586	1155.5562511699702
254	40640	14.641	1155.5562511699702
255	40800	14.695	1155.5562511699702
256	40960	14.753	1155.5562511699702
257	41120	14.813	1155.5562511699702
258	41280	14.88	1155.5562511699702
259	41440	14.947	1155.5562511699702
260	41600	15.021	1155.5562511699702
261	41760	15.083	1155.5562511699702
262	41920	15.147	1155.5562511699702
263	42080	15.216	1155.5562511699702
264	42240	15.277	1155.5562511699702
265	42400	15.336	1155.5562511699702
266	42560	15.398	1155.5562511699702
267	42720	15.46	1155.5562511699702
268	42880	15.521	1155.5562511699702
269	43040	15.583	1155.5562511699702
270	43200	15.648	1155.5562511699702
271	43360	15.71	1155.5562511699702
272	43520	15.771	1155.5562511699702
273	43680	15.829	1155.5562511699702
274	43840	15.892	1155.5562511699702
275	44000	15.959	1155.5562511699702
276	44160	16.021	1155.5562511699702
277	44320	16.085	1155.5562511699702
278	44480	16.145	1155.5562511699702
279	44640	16.204	1155.5562511699702
280	44800	16.265	1155.5562511699702
281	44960	16.325	1155.5562511699702
282	45120	16.384	1155.5562511699702
283	45280	16.442	1155.5562511699702
284	45440	16.506	1155.5562511699702
285	45600	16.575	1155.5562511699702
286	45760	16.639	1155.5562511699702
287	45920	16.713	1155.5562511699702
288	46080	16.785	1155.5562511699702
289	46240	16.845	1155.5562511699702
290	46400	16.906	1155.5562511699702
291	46560	16.964	1155.5562511699702
292	46720	17.019	1155.5562511699702
293	46880	17.078	1155.5562511699702
294	47040	17.134	1155.5562511699702
295	47200	17.19	1155.5562511699702
296	47360	17.251	1155.5562511699702
297	47520	17.314	1155.5562511699702
298	47680	17.386	1155.5562511699702
299	47840	17.452	1155.5562511699702
300	48000	17.515	1155.5562511699702
301	48160	17.582	1155.5562511699702
302	48320	17.644	1155.5562511699702
303	48480	17.708	1155.5562511699702
304	48640	17.766	1155.5562511699702
305	48800	17.821	1155.5562511699702
306	48960	17.877	1155.5562511699702
307	49120	17.936	1155.5562511699702
308	49280	17.991	1155.5562511699702
309	49440	18.049	1155.5562511699702
310	49600	18.106	1155.5562511699702
311	49760	18.164	1155.5562511699702
312	49920	18.219	1155.5562511699702
313	50080	18.277	1155.5562511699702
314	50240	18.336	1155.5562511699702
315	50400	18.394	1155.5562511699702
316	50560	18.451	1155.5562511699702
317	50720	18.507	1155.5562511699702
318	50880	18.561	1155.5562511699702
319	51040	18.621	1155.5562511699702
320	51200	18.677	1155.5562511699702
321	51360	18.734	1155.5562511699702
322	51520	18.791	1155.5562511699702
323	51680	18.846	1155.5562511699702
324	51840	18.903	1155.5562511699702
325	52000	18.96	1155.5562511699702
326	52160	19.018	1155.5562511699702
327	52320	19.075	1155.5562511699702
328	52480	19.129	1155.5562511699702
329	52640	19.186	1155.5562511699702
330	52800	19.242	1155.5562511699702
331	52960	19.303	1155.5562511699702
332	53120	19.365	1155.5562511699702
333	53280	19.419	1155.5562511699702
334	53440	19.478	1155.5562511699702
335	53600	19.539	1155.5562511699702
336	53760	19.597	1155.5562511699702
337	53920	19.653	1155.5562511699702
338	54080	19.709	1155.5562511699702
339	54240	19.766	1155.5562511699702
340	54400	19.826	1155.5562511699702
341	54560	19.886	1155.5562511699702
342	54720	19.948	1155.5562511699702
343	54880	20.008	1155.5562511699702
344	55040	20.063	1155.5562511699702
345	55200	20.119	1155.5562511699702
346	55360	20.177	1155.5562511699702
347	55520	20.233	1155.5562511699702
348	55680	20.289	1155.5562511699702
349	55840	20.349	1155.5562511699702
350	56000	20.41	1155.5562511699702
351	56160	20.479	1155.5562511699702
352	56320	20.549	1155.5562511699702
353	56480	20.62	1155.5562511699702
354	56640	20.689	1155.5562511699702
355	56800	20.751	1155.5562511699702
356	56960	20.813	1155.5562511699702
357	57120	20.874	1155.5562511699702
358	57280	20.932	1155.5562511699702
359	57440	21.0	1155.5562511699702
360	57600	21.059	1155.5562511699702
361	57760	21.118	1155.5562511699702
362	57920	21.174	1155.5562511699702
363	58080	21.23	1155.5562511699702
364	58240	21.286	1155.5562511699702
365	58400	21.342	1155.5562511699702
366	58560	21.398	1155.5562511699702
367	58720	21.453	1155.5562511699702
368	58880	21.509	1155.5562511699702
369	59040	21.564	1155.5562511699702
370	59200	21.623	1155.5562511699702
371	59360	21.678	1155.5562511699702
372	59520	21.734	1155.5562511699702
373	59680	21.79	1155.5562511699702
374	59840	21.846	1155.5562511699702
375	60000	21.902	1155.5562511699702
376	60160	21.956	1155.5562511699702
377	60320	22.013	1155.5562511699702
378	60480	22.069	1155.5562511699702
379	60640	22.124	1155.5562511699702
380	60800	22.18	1155.5562511699702
381	60960	22.235	1155.5562511699702
382	61120	22.288	1155.5562511699702
383	61280	22.346	1155.5562511699702
384	61440	22.402	1155.5562511699702
385	61600	22.457	1155.5562511699702
386	61760	22.516	1155.5562511699702
387	61920	22.57	1155.5562511699702
388	62080	22.626	1155.5562511699702
389	62240	22.685	1155.5562511699702
390	62400	22.743	1155.5562511699702
391	62560	22.799	1155.5562511699702
392	62720	22.857	1155.5562511699702
393	62880	22.913	1155.5562511699702
394	63040	22.972	1155.5562511699702
395	63200	23.027	1155.5562511699702
396	63360	23.083	1155.5562511699702
397	63520	23.138	1155.5562511699702
398	63680	23.194	1155.5562511699702
399	63840	23.256	1155.5562511699702
400	64000	23.317	1155.5562511699702
401	64160	23.372	1155.5562511699702
402	64320	23.43	1155.5562511699702
403	64480	23.487	1155.5562511699702
404	64640	23.542	1155.5562511699702
405	64800	23.596	1155.5562511699702
406	64960	23.652	1155.5562511699702
407	65120	23.71	1155.5562511699702
408	65280	23.764	1155.5562511699702
409	65440	23.82	1155.5562511699702
410	65600	23.878	1155.5562511699702
411	65760	23.934	1155.5562511699702
412	65920	23.99	1155.5562511699702
413	66080	24.046	1155.5562511699702
414	66240	24.102	1155.5562511699702
415	66400	24.158	1155.5562511699702
416	66560	24.217	1155.5562511699702
417	66720	24.277	1155.5562511699702
418	66880	24.335	1155.5562511699702
419	67040	24.39	1155.5562511699702
420	67200	24.446	1155.5562511699702
421	67360	24.502	1155.5562511699702
422	67520	24.557	1155.5562511699702
423	67680	24.614	1155.5562511699702
424	67840	24.672	1155.5562511699702
425	68000	24.726	1155.5562511699702
426	68160	24.783	1155.5562511699702
427	68320	24.838	1155.5562511699702
428	68480	24.896	1155.5562511699702
429	68640	24.951	1155.5562511699702
430	68800	25.005	1155.5562511699702
431	68960	25.061	1155.5562511699702
432	69120	25.115	1155.5562511699702
433	69280	25.176	1155.5562511699702
434	69440	25.234	1155.5562511699702
435	69600	25.288	1155.5562511699702
436	69760	25.346	1155.5562511699702
437	69920	25.401	1155.5562511699702
438	70080	25.456	1155.5562511699702
439	70240	25.516	1155.5562511699702
440	70400	25.572	1155.5562511699702
441	70560	25.628	1155.5562511699702
442	70720	25.685	1155.5562511699702
443	70880	25.743	1155.5562511699702
444	71040	25.798	1155.5562511699702
445	71200	25.855	1155.5562511699702
446	71360	25.911	1155.5562511699702
447	71520	25.969	1155.5562511699702
448	71680	26.027	1155.5562511699702
449	71840	26.082	1155.5562511699702
450	72000	26.139	1155.5562511699702
451	72160	26.196	1155.5562511699702
452	72320	26.251	1155.5562511699702
453	72480	26.307	1155.5562511699702
454	72640	26.362	1155.5562511699702
455	72800	26.418	1155.5562511699702
456	72960	26.474	1155.5562511699702
457	73120	26.531	1155.5562511699702
458	73280	26.589	1155.5562511699702
459	73440	26.649	1155.5562511699702
460	73600	26.709	1155.5562511699702
461	73760	26.768	1155.5562511699702
462	73920	26.827	1155.5562511699702
463	74080	26.882	1155.5562511699702
464	74240	26.937	1155.5562511699702
465	74400	26.993	1155.5562511699702
466	74560	27.048	1155.5562511699702
467	74720	27.104	1155.5562511699702
468	74880	27.161	1155.5562511699702
469	75040	27.215	1155.5562511699702
470	75200	27.269	1155.5562511699702
471	75360	27.326	1155.5562511699702
472	75520	27.381	1155.5562511699702
473	75680	27.438	1155.5562511699702
474	75840	27.492	1155.5562511699702
475	76000	27.548	1155.5562511699702
476	76160	27.605	1155.5562511699702
477	76320	27.661	1155.5562511699702
478	76480	27.715	1155.5562511699702
479	76640	27.77	1155.5562511699702
480	76800	27.825	1155.5562511699702
481	76960	27.881	1155.5562511699702
482	77120	27.936	1155.5562511699702
483	77280	27.991	1155.5562511699702
484	77440	28.047	1155.5562511699702
485	77600	28.105	1155.5562511699702
486	77760	28.16	1155.5562511699702
487	77920	28.217	1155.5562511699702
488	78080	28.273	1155.5562511699702
489	78240	28.328	1155.5562511699702
490	78400	28.384	1155.5562511699702
491	78560	28.438	1155.5562511699702
492	78720	28.495	1155.5562511699702
493	78880	28.55	1155.5562511699702
494	79040	28.607	1155.5562511699702
495	79200	28.664	1155.5562511699702
496	79360	28.719	1155.5562511699702
497	79520	28.775	1155.5562511699702
498	79680	28.834	1155.5562511699702
499	79840	28.888	1155.5562511699702
500	80000	28.943	1155.5562511699702
