iteration	evaluations	runtime[s]	f1[MIN]
2297	114850	3.759	3491.8052006749867
2298	114900	3.761	3491.8052006749867
2299	114950	3.762	3491.8052006749867
2300	115000	3.763	3491.8052006749867
2301	115050	3.765	3491.8052006749867
2302	115100	3.766	3491.8052006749867
2303	115150	3.768	3491.8052006749867
2304	115200	3.769	3491.8052006749867
2305	115250	3.771	3491.8052006749867
2306	115300	3.772	3491.8052006749867
2307	115350	3.774	3491.8052006749867
2308	115400	3.776	3491.8052006749867
2309	115450	3.777	3491.8052006749867
2310	115500	3.779	3491.8052006749867
2311	115550	3.781	3491.8052006749867
2312	115600	3.783	3491.8052006749867
2313	115650	3.784	3491.8052006749867
2314	115700	3.786	3491.8052006749867
2315	115750	3.787	3491.8052006749867
2316	115800	3.789	3491.8052006749867
2317	115850	3.791	3491.8052006749867
2318	115900	3.792	3491.8052006749867
2319	115950	3.794	3491.8052006749867
2320	116000	3.796	3491.8052006749867
2321	116050	3.797	3491.8052006749867
2322	116100	3.799	3491.8052006749867
2323	116150	3.8	3491.8052006749867
2324	116200	3.802	3491.8052006749867
2325	116250	3.803	3491.8052006749867
2326	116300	3.805	3491.8052006749867
2327	116350	3.806	3491.8052006749867
2328	116400	3.808	3491.8052006749867
2329	116450	3.809	3491.8052006749867
2330	116500	3.81	3491.8052006749867
2331	116550	3.812	3491.8052006749867
2332	116600	3.813	3491.8052006749867
2333	116650	3.815	3491.8052006749867
2334	116700	3.816	3491.8052006749867
2335	116750	3.818	3491.8052006749867
2336	116800	3.819	3491.8052006749867
2337	116850	3.821	3491.8052006749867
2338	116900	3.822	3491.8052006749867
2339	116950	3.824	3491.8052006749867
2340	117000	3.825	3491.8052006749867
2341	117050	3.827	3491.8052006749867
2342	117100	3.829	3491.8052006749867
2343	117150	3.83	3491.8052006749867
2344	117200	3.832	3491.8052006749867
2345	117250	3.833	3491.8052006749867
2346	117300	3.836	3491.8052006749867
2347	117350	3.838	3491.8052006749867
2348	117400	3.839	3491.8052006749867
2349	117450	3.841	3491.8052006749867
2350	117500	3.842	3491.8052006749867
2351	117550	3.844	3491.8052006749867
2352	117600	3.845	3491.8052006749867
2353	117650	3.847	3491.8052006749867
2354	117700	3.849	3491.8052006749867
2355	117750	3.85	3491.8052006749867
2356	117800	3.852	3491.8052006749867
2357	117850	3.853	3491.8052006749867
2358	117900	3.856	3491.8052006749867
2359	117950	3.857	3491.8052006749867
2360	118000	3.858	3491.8052006749867
2361	118050	3.86	3491.8052006749867
2362	118100	3.861	3491.8052006749867
2363	118150	3.863	3491.8052006749867
2364	118200	3.864	3491.8052006749867
2365	118250	3.866	3491.8052006749867
2366	118300	3.867	3491.8052006749867
2367	118350	3.869	3491.8052006749867
2368	118400	3.871	3491.8052006749867
2369	118450	3.872	3491.8052006749867
2370	118500	3.874	3491.8052006749867
2371	118550	3.876	3470.065491148103
2372	118600	3.877	3470.065491148103
2373	118650	3.878	3470.065491148103
2374	118700	3.88	3470.065491148103
2375	118750	3.881	3470.065491148103
2376	118800	3.884	3470.065491148103
2377	118850	3.885	3470.065491148103
2378	118900	3.887	3470.065491148103
2379	118950	3.888	3470.065491148103
2380	119000	3.89	3470.065491148103
2381	119050	3.891	3470.065491148103
2382	119100	3.892	3470.065491148103
2383	119150	3.894	3470.065491148103
2384	119200	3.895	3470.065491148103
2385	119250	3.896	3470.065491148103
2386	119300	3.898	3470.065491148103
2387	119350	3.899	3467.1601968223913
2388	119400	3.901	3467.1601968223913
2389	119450	3.902	3467.1601968223913
2390	119500	3.904	3467.1601968223913
2391	119550	3.905	3467.1601968223913
2392	119600	3.908	3467.1601968223913
2393	119650	3.909	3467.1601968223913
2394	119700	3.911	3467.1601968223913
2395	119750	3.913	3467.1601968223913
2396	119800	3.915	3467.1601968223913
2397	119850	3.916	3467.1601968223913
2398	119900	3.918	3467.1601968223913
2399	119950	3.919	3467.1601968223913
2400	120000	3.921	3467.1601968223913
2401	120050	3.922	3467.1601968223913
2402	120100	3.924	3467.1601968223913
2403	120150	3.925	3467.1601968223913
2404	120200	3.927	3467.1601968223913
2405	120250	3.929	3467.1601968223913
2406	120300	3.93	3467.1601968223913
2407	120350	3.933	3467.1601968223913
2408	120400	3.935	3467.1601968223913
2409	120450	3.937	3467.1601968223913
2410	120500	3.938	3467.1601968223913
2411	120550	3.941	3467.1601968223913
2412	120600	3.942	3467.1601968223913
2413	120650	3.944	3467.1601968223913
2414	120700	3.945	3467.1601968223913
2415	120750	3.947	3467.1601968223913
2416	120800	3.948	3467.1601968223913
2417	120850	3.95	3467.1601968223913
2418	120900	3.951	3467.1601968223913
2419	120950	3.953	3464.3907143869233
2420	121000	3.959	3464.3907143869233
2421	121050	3.96	3464.3907143869233
2422	121100	3.962	3464.3907143869233
2423	121150	3.963	3464.3907143869233
2424	121200	3.965	3464.3907143869233
2425	121250	3.966	3464.3907143869233
2426	121300	3.968	3464.3907143869233
2427	121350	3.969	3464.3907143869233
2428	121400	3.971	3464.3907143869233
2429	121450	3.972	3464.3907143869233
2430	121500	3.974	3464.3907143869233
2431	121550	3.975	3464.3907143869233
2432	121600	3.977	3464.3907143869233
2433	121650	3.978	3464.3907143869233
2434	121700	3.98	3464.3907143869233
2435	121750	3.981	3464.3907143869233
2436	121800	3.983	3464.3907143869233
2437	121850	3.985	3464.3907143869233
2438	121900	3.986	3464.3907143869233
2439	121950	3.988	3464.3907143869233
2440	122000	3.989	3464.3907143869233
2441	122050	3.99	3464.3907143869233
2442	122100	3.992	3464.3907143869233
2443	122150	3.993	3464.3907143869233
2444	122200	3.995	3464.3907143869233
2445	122250	3.996	3464.3907143869233
2446	122300	3.998	3464.3907143869233
2447	122350	3.999	3464.3907143869233
2448	122400	4.001	3464.3907143869233
2449	122450	4.002	3464.3907143869233
2450	122500	4.004	3464.3907143869233
2451	122550	4.007	3464.3907143869233
2452	122600	4.009	3464.3907143869233
2453	122650	4.01	3464.3907143869233
2454	122700	4.011	3464.3907143869233
2455	122750	4.013	3464.3907143869233
2456	122800	4.015	3464.3907143869233
2457	122850	4.016	3464.3907143869233
2458	122900	4.018	3464.3907143869233
2459	122950	4.019	3464.3907143869233
2460	123000	4.02	3464.3907143869233
2461	123050	4.022	3464.3907143869233
2462	123100	4.024	3464.3907143869233
2463	123150	4.025	3464.3907143869233
2464	123200	4.027	3464.3907143869233
2465	123250	4.028	3464.3907143869233
2466	123300	4.029	3464.3907143869233
2467	123350	4.031	3459.8306142561346
2468	123400	4.033	3459.8306142561346
2469	123450	4.034	3459.8306142561346
2470	123500	4.035	3459.8306142561346
2471	123550	4.037	3459.8306142561346
2472	123600	4.038	3459.8306142561346
2473	123650	4.04	3459.8306142561346
2474	123700	4.041	3459.8306142561346
2475	123750	4.043	3459.8306142561346
2476	123800	4.044	3459.8306142561346
2477	123850	4.045	3459.8306142561346
2478	123900	4.047	3459.8306142561346
2479	123950	4.048	3459.8306142561346
2480	124000	4.05	3459.8306142561346
2481	124050	4.051	3459.8306142561346
2482	124100	4.053	3459.8306142561346
2483	124150	4.054	3459.8306142561346
2484	124200	4.056	3459.8306142561346
2485	124250	4.057	3459.8306142561346
2486	124300	4.059	3459.8306142561346
2487	124350	4.06	3459.8306142561346
2488	124400	4.062	3459.8306142561346
2489	124450	4.063	3459.8306142561346
2490	124500	4.065	3459.8306142561346
2491	124550	4.067	3459.8306142561346
2492	124600	4.069	3459.8306142561346
2493	124650	4.071	3459.8306142561346
2494	124700	4.072	3459.8306142561346
2495	124750	4.074	3459.8306142561346
2496	124800	4.075	3459.8306142561346
2497	124850	4.077	3459.8306142561346
2498	124900	4.078	3459.8306142561346
2499	124950	4.08	3459.8306142561346
2500	125000	4.081	3459.8306142561346
2501	125050	4.083	3459.8306142561346
2502	125100	4.084	3459.8306142561346
2503	125150	4.086	3459.8306142561346
2504	125200	4.087	3459.8306142561346
2505	125250	4.089	3459.8306142561346
2506	125300	4.09	3459.8306142561346
2507	125350	4.092	3459.8306142561346
2508	125400	4.093	3459.8306142561346
2509	125450	4.095	3459.8306142561346
2510	125500	4.096	3459.8306142561346
2511	125550	4.098	3459.8306142561346
2512	125600	4.099	3459.8306142561346
2513	125650	4.101	3459.8306142561346
2514	125700	4.102	3459.8306142561346
2515	125750	4.104	3459.8306142561346
2516	125800	4.105	3459.8306142561346
2517	125850	4.107	3459.8306142561346
2518	125900	4.108	3459.8306142561346
2519	125950	4.11	3459.8306142561346
2520	126000	4.111	3459.8306142561346
2521	126050	4.113	3459.8306142561346
2522	126100	4.114	3459.8306142561346
2523	126150	4.115	3459.8306142561346
2524	126200	4.117	3459.8306142561346
2525	126250	4.118	3459.8306142561346
2526	126300	4.12	3459.8306142561346
2527	126350	4.121	3459.8306142561346
2528	126400	4.123	3459.8306142561346
2529	126450	4.124	3447.589254678008
2530	126500	4.126	3443.7780709766917
2531	126550	4.127	3435.2789181382896
2532	126600	4.129	3423.567360909732
2533	126650	4.13	3423.567360909732
2534	126700	4.132	3423.567360909732
2535	126750	4.133	3423.567360909732
2536	126800	4.134	3423.567360909732
2537	126850	4.136	3423.567360909732
2538	126900	4.137	3423.567360909732
2539	126950	4.139	3423.567360909732
2540	127000	4.14	3423.567360909732
2541	127050	4.142	3423.567360909732
2542	127100	4.143	3423.567360909732
2543	127150	4.145	3423.567360909732
2544	127200	4.146	3423.567360909732
2545	127250	4.148	3423.567360909732
2546	127300	4.149	3423.567360909732
2547	127350	4.151	3423.567360909732
2548	127400	4.152	3423.567360909732
2549	127450	4.154	3423.567360909732
2550	127500	4.156	3423.567360909732
2551	127550	4.157	3423.567360909732
2552	127600	4.159	3423.567360909732
2553	127650	4.16	3423.567360909732
2554	127700	4.162	3423.567360909732
2555	127750	4.164	3423.567360909732
2556	127800	4.165	3423.567360909732
2557	127850	4.167	3423.567360909732
2558	127900	4.168	3423.567360909732
2559	127950	4.17	3423.567360909732
2560	128000	4.171	3423.567360909732
2561	128050	4.173	3423.567360909732
2562	128100	4.174	3423.567360909732
2563	128150	4.176	3423.567360909732
2564	128200	4.177	3423.567360909732
2565	128250	4.179	3423.567360909732
2566	128300	4.18	3423.567360909732
2567	128350	4.182	3423.567360909732
2568	128400	4.183	3423.567360909732
2569	128450	4.185	3423.567360909732
2570	128500	4.186	3423.567360909732
2571	128550	4.188	3423.567360909732
2572	128600	4.189	3423.567360909732
2573	128650	4.191	3423.567360909732
2574	128700	4.192	3423.567360909732
2575	128750	4.194	3423.567360909732
2576	128800	4.195	3423.567360909732
2577	128850	4.197	3423.567360909732
2578	128900	4.198	3423.567360909732
2579	128950	4.2	3423.567360909732
2580	129000	4.201	3423.567360909732
2581	129050	4.203	3423.567360909732
2582	129100	4.204	3423.567360909732
2583	129150	4.206	3423.567360909732
2584	129200	4.207	3423.567360909732
2585	129250	4.209	3423.567360909732
2586	129300	4.211	3423.567360909732
2587	129350	4.212	3423.567360909732
2588	129400	4.214	3423.567360909732
2589	129450	4.215	3423.567360909732
2590	129500	4.217	3423.567360909732
2591	129550	4.218	3423.567360909732
2592	129600	4.22	3423.567360909732
2593	129650	4.221	3423.567360909732
2594	129700	4.223	3423.567360909732
2595	129750	4.224	3423.567360909732
2596	129800	4.225	3423.567360909732
2597	129850	4.227	3423.567360909732
2598	129900	4.228	3423.567360909732
2599	129950	4.23	3423.567360909732
2600	130000	4.231	3423.567360909732
2601	130050	4.233	3423.567360909732
2602	130100	4.234	3423.567360909732
2603	130150	4.235	3423.567360909732
2604	130200	4.237	3423.567360909732
2605	130250	4.238	3423.567360909732
2606	130300	4.239	3423.567360909732
2607	130350	4.241	3423.567360909732
2608	130400	4.242	3423.567360909732
2609	130450	4.244	3423.567360909732
2610	130500	4.245	3423.567360909732
2611	130550	4.247	3423.567360909732
2612	130600	4.248	3423.567360909732
2613	130650	4.25	3423.567360909732
2614	130700	4.251	3423.567360909732
2615	130750	4.252	3423.567360909732
2616	130800	4.254	3423.567360909732
2617	130850	4.255	3423.567360909732
2618	130900	4.256	3423.5279114292844
2619	130950	4.258	3421.3341081182766
2620	131000	4.259	3406.972353310255
2621	131050	4.261	3406.972353310255
2622	131100	4.262	3406.972353310255
2623	131150	4.264	3406.972353310255
2624	131200	4.265	3406.972353310255
2625	131250	4.267	3406.972353310255
2626	131300	4.268	3406.972353310255
2627	131350	4.27	3406.972353310255
2628	131400	4.271	3406.972353310255
2629	131450	4.272	3406.972353310255
2630	131500	4.274	3406.972353310255
2631	131550	4.275	3406.972353310255
2632	131600	4.277	3406.972353310255
2633	131650	4.278	3406.972353310255
2634	131700	4.28	3406.972353310255
2635	131750	4.281	3406.972353310255
2636	131800	4.283	3406.972353310255
2637	131850	4.284	3406.972353310255
2638	131900	4.286	3406.972353310255
2639	131950	4.287	3406.972353310255
2640	132000	4.289	3406.972353310255
2641	132050	4.29	3406.972353310255
2642	132100	4.293	3406.972353310255
2643	132150	4.294	3406.972353310255
2644	132200	4.296	3406.972353310255
2645	132250	4.297	3406.972353310255
2646	132300	4.299	3406.972353310255
2647	132350	4.3	3406.972353310255
2648	132400	4.301	3406.972353310255
2649	132450	4.303	3406.972353310255
2650	132500	4.304	3406.972353310255
2651	132550	4.306	3406.972353310255
2652	132600	4.307	3406.972353310255
2653	132650	4.308	3406.972353310255
2654	132700	4.31	3406.972353310255
2655	132750	4.311	3406.972353310255
2656	132800	4.316	3406.972353310255
2657	132850	4.317	3406.972353310255
2658	132900	4.319	3406.972353310255
2659	132950	4.321	3406.972353310255
2660	133000	4.322	3406.972353310255
2661	133050	4.324	3406.972353310255
2662	133100	4.325	3406.972353310255
2663	133150	4.327	3406.972353310255
2664	133200	4.328	3406.972353310255
2665	133250	4.33	3406.972353310255
2666	133300	4.331	3406.972353310255
2667	133350	4.333	3406.972353310255
2668	133400	4.334	3406.972353310255
2669	133450	4.336	3406.972353310255
2670	133500	4.338	3406.972353310255
2671	133550	4.339	3406.972353310255
2672	133600	4.34	3406.972353310255
2673	133650	4.342	3406.972353310255
2674	133700	4.343	3406.972353310255
2675	133750	4.345	3406.972353310255
2676	133800	4.346	3406.972353310255
2677	133850	4.348	3406.972353310255
2678	133900	4.349	3406.972353310255
2679	133950	4.351	3406.972353310255
2680	134000	4.352	3406.972353310255
2681	134050	4.353	3406.972353310255
2682	134100	4.355	3406.972353310255
2683	134150	4.356	3406.972353310255
2684	134200	4.358	3406.972353310255
2685	134250	4.359	3406.972353310255
2686	134300	4.361	3406.972353310255
2687	134350	4.362	3406.972353310255
2688	134400	4.364	3406.972353310255
2689	134450	4.367	3406.972353310255
2690	134500	4.368	3406.972353310255
2691	134550	4.37	3406.972353310255
2692	134600	4.371	3406.972353310255
2693	134650	4.372	3406.972353310255
2694	134700	4.374	3406.972353310255
2695	134750	4.375	3406.972353310255
2696	134800	4.376	3406.972353310255
2697	134850	4.378	3406.972353310255
2698	134900	4.379	3406.972353310255
2699	134950	4.38	3406.972353310255
2700	135000	4.382	3406.972353310255
2701	135050	4.384	3406.972353310255
2702	135100	4.385	3406.972353310255
2703	135150	4.387	3406.972353310255
2704	135200	4.388	3406.972353310255
2705	135250	4.39	3406.972353310255
2706	135300	4.391	3406.972353310255
2707	135350	4.393	3406.972353310255
2708	135400	4.394	3406.972353310255
2709	135450	4.396	3406.972353310255
2710	135500	4.397	3406.972353310255
2711	135550	4.398	3406.972353310255
2712	135600	4.4	3406.972353310255
2713	135650	4.401	3406.972353310255
2714	135700	4.402	3406.972353310255
2715	135750	4.404	3406.972353310255
2716	135800	4.405	3406.972353310255
2717	135850	4.408	3406.972353310255
2718	135900	4.409	3406.972353310255
2719	135950	4.41	3406.972353310255
2720	136000	4.412	3406.972353310255
2721	136050	4.413	3406.972353310255
2722	136100	4.414	3406.972353310255
2723	136150	4.416	3406.972353310255
2724	136200	4.417	3406.972353310255
2725	136250	4.42	3406.972353310255
2726	136300	4.421	3406.972353310255
2727	136350	4.423	3406.972353310255
2728	136400	4.424	3406.972353310255
2729	136450	4.426	3406.972353310255
2730	136500	4.427	3406.972353310255
2731	136550	4.429	3406.972353310255
2732	136600	4.43	3406.972353310255
2733	136650	4.431	3406.972353310255
2734	136700	4.433	3406.972353310255
2735	136750	4.434	3406.972353310255
2736	136800	4.435	3406.972353310255
2737	136850	4.437	3406.972353310255
2738	136900	4.438	3406.972353310255
2739	136950	4.44	3406.972353310255
2740	137000	4.441	3406.972353310255
2741	137050	4.442	3406.972353310255
2742	137100	4.444	3406.972353310255
2743	137150	4.445	3406.972353310255
2744	137200	4.446	3406.972353310255
2745	137250	4.448	3406.972353310255
2746	137300	4.449	3406.972353310255
2747	137350	4.451	3406.972353310255
2748	137400	4.452	3406.972353310255
2749	137450	4.454	3406.972353310255
2750	137500	4.455	3406.972353310255
2751	137550	4.456	3406.972353310255
2752	137600	4.458	3406.972353310255
2753	137650	4.459	3406.972353310255
2754	137700	4.461	3406.972353310255
2755	137750	4.462	3406.972353310255
2756	137800	4.464	3406.972353310255
2757	137850	4.465	3406.972353310255
2758	137900	4.467	3406.972353310255
2759	137950	4.468	3406.972353310255
2760	138000	4.47	3406.972353310255
2761	138050	4.471	3406.972353310255
2762	138100	4.473	3406.972353310255
2763	138150	4.474	3406.972353310255
2764	138200	4.476	3406.972353310255
2765	138250	4.477	3406.972353310255
2766	138300	4.479	3406.972353310255
2767	138350	4.48	3406.972353310255
2768	138400	4.482	3406.972353310255
2769	138450	4.483	3406.972353310255
2770	138500	4.485	3406.972353310255
2771	138550	4.486	3406.972353310255
2772	138600	4.488	3406.972353310255
2773	138650	4.489	3406.972353310255
2774	138700	4.491	3406.972353310255
2775	138750	4.494	3406.972353310255
2776	138800	4.495	3406.972353310255
2777	138850	4.496	3406.972353310255
2778	138900	4.498	3406.972353310255
2779	138950	4.499	3406.972353310255
2780	139000	4.501	3406.972353310255
2781	139050	4.502	3406.972353310255
2782	139100	4.504	3406.972353310255
2783	139150	4.505	3406.972353310255
2784	139200	4.507	3406.972353310255
2785	139250	4.508	3406.972353310255
2786	139300	4.51	3406.972353310255
2787	139350	4.511	3406.972353310255
2788	139400	4.513	3406.972353310255
2789	139450	4.514	3406.972353310255
2790	139500	4.516	3406.972353310255
2791	139550	4.517	3406.972353310255
2792	139600	4.519	3406.972353310255
2793	139650	4.521	3406.972353310255
2794	139700	4.522	3401.544197130085
2795	139750	4.524	3401.544197130085
2796	139800	4.525	3401.544197130085
2797	139850	4.527	3401.544197130085
2798	139900	4.528	3401.544197130085
2799	139950	4.529	3401.544197130085
2800	140000	4.531	3401.544197130085
2801	140050	4.532	3401.544197130085
2802	140100	4.533	3401.544197130085
2803	140150	4.535	3401.544197130085
2804	140200	4.536	3401.544197130085
2805	140250	4.538	3401.544197130085
2806	140300	4.539	3401.544197130085
2807	140350	4.541	3401.544197130085
2808	140400	4.542	3401.544197130085
2809	140450	4.543	3401.544197130085
2810	140500	4.547	3401.544197130085
2811	140550	4.548	3401.544197130085
2812	140600	4.55	3401.544197130085
2813	140650	4.551	3401.544197130085
2814	140700	4.552	3401.544197130085
2815	140750	4.554	3401.544197130085
2816	140800	4.555	3401.544197130085
2817	140850	4.557	3401.544197130085
2818	140900	4.558	3401.544197130085
2819	140950	4.56	3401.544197130085
2820	141000	4.561	3399.7743413656285
2821	141050	4.563	3399.7743413656285
2822	141100	4.564	3399.7743413656285
2823	141150	4.566	3399.119866371081
2824	141200	4.567	3399.119866371081
2825	141250	4.569	3399.119866371081
2826	141300	4.57	3399.119866371081
2827	141350	4.571	3399.119866371081
2828	141400	4.573	3399.119866371081
2829	141450	4.574	3399.119866371081
2830	141500	4.576	3399.119866371081
2831	141550	4.577	3399.119866371081
2832	141600	4.578	3399.119866371081
2833	141650	4.58	3399.119866371081
2834	141700	4.582	3399.119866371081
2835	141750	4.584	3399.119866371081
2836	141800	4.585	3399.119866371081
2837	141850	4.587	3399.119866371081
2838	141900	4.588	3389.1914671706845
2839	141950	4.59	3389.1914671706845
2840	142000	4.591	3389.1914671706845
2841	142050	4.593	3389.1914671706845
2842	142100	4.594	3389.1914671706845
2843	142150	4.596	3389.1914671706845
2844	142200	4.597	3389.1914671706845
2845	142250	4.599	3389.1914671706845
2846	142300	4.6	3389.1914671706845
2847	142350	4.601	3389.1914671706845
2848	142400	4.603	3389.1914671706845
2849	142450	4.604	3389.1914671706845
2850	142500	4.605	3389.1914671706845
2851	142550	4.607	3389.1914671706845
2852	142600	4.608	3389.1914671706845
2853	142650	4.609	3389.1914671706845
2854	142700	4.611	3389.1914671706845
2855	142750	4.612	3389.1914671706845
2856	142800	4.614	3389.1914671706845
2857	142850	4.615	3389.1914671706845
2858	142900	4.617	3389.1914671706845
2859	142950	4.618	3389.1914671706845
2860	143000	4.62	3389.1914671706845
2861	143050	4.621	3389.1914671706845
2862	143100	4.623	3389.1914671706845
2863	143150	4.624	3389.1914671706845
2864	143200	4.627	3389.1914671706845
2865	143250	4.629	3389.1914671706845
2866	143300	4.63	3389.1914671706845
2867	143350	4.631	3389.1914671706845
2868	143400	4.633	3389.1914671706845
2869	143450	4.634	3389.1914671706845
2870	143500	4.636	3389.1914671706845
2871	143550	4.637	3389.1914671706845
2872	143600	4.639	3389.1914671706845
2873	143650	4.64	3389.1914671706845
2874	143700	4.641	3389.1914671706845
2875	143750	4.643	3389.1914671706845
2876	143800	4.644	3389.1914671706845
2877	143850	4.646	3389.1914671706845
2878	143900	4.647	3389.1914671706845
2879	143950	4.649	3389.1914671706845
2880	144000	4.65	3389.1914671706845
2881	144050	4.652	3389.1914671706845
2882	144100	4.653	3389.1914671706845
2883	144150	4.655	3389.1914671706845
2884	144200	4.656	3389.1914671706845
2885	144250	4.657	3389.1914671706845
2886	144300	4.659	3389.1914671706845
2887	144350	4.66	3389.1914671706845
2888	144400	4.662	3389.1914671706845
2889	144450	4.663	3389.1914671706845
2890	144500	4.665	3389.1914671706845
2891	144550	4.666	3389.1914671706845
2892	144600	4.668	3389.1914671706845
2893	144650	4.674	3389.1914671706845
2894	144700	4.676	3389.1914671706845
2895	144750	4.677	3389.1914671706845
2896	144800	4.679	3389.1914671706845
2897	144850	4.68	3389.1914671706845
2898	144900	4.682	3389.1914671706845
2899	144950	4.683	3389.1914671706845
2900	145000	4.685	3389.1914671706845
2901	145050	4.686	3389.1914671706845
2902	145100	4.688	3389.1914671706845
2903	145150	4.689	3389.1914671706845
2904	145200	4.691	3389.1914671706845
2905	145250	4.692	3389.1914671706845
2906	145300	4.694	3389.1914671706845
2907	145350	4.695	3389.1914671706845
2908	145400	4.697	3389.1914671706845
2909	145450	4.698	3389.1914671706845
2910	145500	4.7	3389.1914671706845
2911	145550	4.701	3389.1914671706845
2912	145600	4.703	3389.1914671706845
2913	145650	4.704	3389.1914671706845
2914	145700	4.706	3389.1914671706845
2915	145750	4.707	3389.1914671706845
2916	145800	4.709	3389.1914671706845
2917	145850	4.71	3389.1914671706845
2918	145900	4.712	3389.1914671706845
2919	145950	4.713	3389.1914671706845
2920	146000	4.716	3389.1914671706845
2921	146050	4.717	3389.1914671706845
2922	146100	4.719	3389.1914671706845
2923	146150	4.72	3389.1914671706845
2924	146200	4.722	3389.1914671706845
2925	146250	4.723	3389.1914671706845
2926	146300	4.724	3389.1914671706845
2927	146350	4.726	3389.1914671706845
2928	146400	4.727	3389.1914671706845
2929	146450	4.729	3386.4837921218796
2930	146500	4.73	3386.4837921218796
2931	146550	4.732	3386.4837921218796
2932	146600	4.733	3386.4837921218796
2933	146650	4.735	3386.4837921218796
2934	146700	4.736	3386.4837921218796
2935	146750	4.738	3386.4837921218796
2936	146800	4.74	3386.4837921218796
2937	146850	4.741	3386.4837921218796
2938	146900	4.743	3386.4837921218796
2939	146950	4.744	3386.4837921218796
2940	147000	4.747	3386.4837921218796
2941	147050	4.748	3386.4837921218796
2942	147100	4.75	3386.4837921218796
2943	147150	4.751	3386.4837921218796
2944	147200	4.753	3386.4837921218796
2945	147250	4.756	3386.4837921218796
2946	147300	4.758	3386.4837921218796
2947	147350	4.759	3386.4837921218796
2948	147400	4.761	3386.4837921218796
2949	147450	4.762	3386.4837921218796
2950	147500	4.764	3386.4837921218796
2951	147550	4.765	3386.4837921218796
2952	147600	4.767	3386.4837921218796
2953	147650	4.768	3386.4837921218796
2954	147700	4.77	3386.4837921218796
2955	147750	4.771	3386.4837921218796
2956	147800	4.773	3386.4837921218796
2957	147850	4.774	3386.4837921218796
2958	147900	4.776	3386.4837921218796
2959	147950	4.777	3386.4837921218796
2960	148000	4.779	3386.4837921218796
2961	148050	4.78	3386.4837921218796
2962	148100	4.782	3386.4837921218796
2963	148150	4.783	3386.4837921218796
2964	148200	4.784	3386.4837921218796
2965	148250	4.786	3386.4837921218796
2966	148300	4.787	3386.4837921218796
2967	148350	4.789	3386.4837921218796
2968	148400	4.79	3386.4837921218796
2969	148450	4.792	3386.4837921218796
2970	148500	4.794	3386.4837921218796
2971	148550	4.795	3386.4837921218796
2972	148600	4.797	3386.4837921218796
2973	148650	4.798	3386.4837921218796
2974	148700	4.8	3386.4837921218796
2975	148750	4.801	3386.4837921218796
2976	148800	4.803	3386.4837921218796
2977	148850	4.804	3386.4837921218796
2978	148900	4.806	3386.4837921218796
2979	148950	4.807	3386.4837921218796
2980	149000	4.809	3386.4837921218796
2981	149050	4.81	3386.4837921218796
2982	149100	4.812	3386.4837921218796
2983	149150	4.813	3386.4837921218796
2984	149200	4.815	3386.4837921218796
2985	149250	4.816	3386.4837921218796
2986	149300	4.818	3386.4837921218796
2987	149350	4.819	3386.4837921218796
2988	149400	4.821	3386.4837921218796
2989	149450	4.822	3386.4837921218796
2990	149500	4.824	3386.4837921218796
2991	149550	4.825	3386.4837921218796
2992	149600	4.827	3386.4837921218796
2993	149650	4.828	3386.4837921218796
2994	149700	4.83	3386.4837921218796
2995	149750	4.831	3386.4837921218796
2996	149800	4.833	3386.4837921218796
2997	149850	4.835	3386.4837921218796
2998	149900	4.836	3386.4837921218796
2999	149950	4.838	3386.4837921218796
3000	150000	4.839	3386.4837921218796
3001	150050	4.841	3386.4837921218796
3002	150100	4.843	3386.4837921218796
3003	150150	4.844	3386.4837921218796
3004	150200	4.845	3386.4837921218796
3005	150250	4.847	3386.4837921218796
3006	150300	4.848	3386.4837921218796
3007	150350	4.85	3386.377712570857
3008	150400	4.851	3386.377712570857
3009	150450	4.853	3386.377712570857
3010	150500	4.855	3386.377712570857
3011	150550	4.856	3386.377712570857
3012	150600	4.857	3386.377712570857
3013	150650	4.86	3386.377712570857
3014	150700	4.862	3386.377712570857
3015	150750	4.864	3386.377712570857
3016	150800	4.865	3386.377712570857
3017	150850	4.867	3386.377712570857
3018	150900	4.868	3386.377712570857
3019	150950	4.87	3386.377712570857
3020	151000	4.871	3386.377712570857
3021	151050	4.873	3386.377712570857
3022	151100	4.874	3386.377712570857
3023	151150	4.876	3386.377712570857
3024	151200	4.877	3386.377712570857
3025	151250	4.879	3386.377712570857
3026	151300	4.881	3386.377712570857
3027	151350	4.882	3386.377712570857
3028	151400	4.884	3386.377712570857
3029	151450	4.885	3386.377712570857
3030	151500	4.887	3386.377712570857
3031	151550	4.888	3386.377712570857
3032	151600	4.89	3386.377712570857
3033	151650	4.893	3386.377712570857
3034	151700	4.894	3386.377712570857
3035	151750	4.896	3386.377712570857
3036	151800	4.897	3386.377712570857
3037	151850	4.898	3386.377712570857
3038	151900	4.9	3386.377712570857
3039	151950	4.901	3386.377712570857
3040	152000	4.903	3386.377712570857
3041	152050	4.904	3386.377712570857
3042	152100	4.906	3386.377712570857
3043	152150	4.907	3386.377712570857
3044	152200	4.909	3386.377712570857
3045	152250	4.91	3386.377712570857
3046	152300	4.911	3386.377712570857
3047	152350	4.913	3386.377712570857
3048	152400	4.914	3386.377712570857
3049	152450	4.916	3386.377712570857
3050	152500	4.917	3386.377712570857
