iteration	evaluations	runtime[s]	f1[MIN]
189	9450	0.425	35064.823846396204
190	9500	0.426	35007.09716629573
191	9550	0.428	34897.21985398233
192	9600	0.429	34881.29153103068
193	9650	0.431	34834.13074524439
194	9700	0.432	34726.61096391812
195	9750	0.434	34664.98337619701
196	9800	0.435	34634.661689718974
197	9850	0.438	34566.29379750791
198	9900	0.439	34507.61064817906
199	9950	0.442	34422.40332592679
200	10000	0.444	34370.851696310056
201	10050	0.445	34315.78753508648
202	10100	0.447	34277.73179191634
203	10150	0.449	34175.76092705927
204	10200	0.45	34130.50849646178
205	10250	0.452	34056.83256188847
206	10300	0.453	34045.20223862023
207	10350	0.455	33973.38739236494
208	10400	0.457	33972.22464991373
209	10450	0.459	33918.265149653686
210	10500	0.461	33858.43296917792
211	10550	0.462	33833.68467451306
212	10600	0.464	33757.166366152356
213	10650	0.465	33661.006298696666
214	10700	0.467	33652.25871151318
215	10750	0.468	33572.30021158912
216	10800	0.47	33468.69381851558
217	10850	0.471	33376.981797760935
218	10900	0.473	33265.81582521734
219	10950	0.474	33187.35422387391
220	11000	0.476	33131.61039865093
221	11050	0.478	33096.38759666393
222	11100	0.479	33022.67974197893
223	11150	0.481	32980.972691802504
224	11200	0.482	32898.5983013025
225	11250	0.484	32803.05425862319
226	11300	0.485	32787.55272580014
227	11350	0.486	32738.36875507361
228	11400	0.488	32620.06682012675
229	11450	0.489	32570.493578980666
230	11500	0.491	32542.38781850373
231	11550	0.492	32510.231580020973
232	11600	0.494	32396.367013296487
233	11650	0.495	32324.48032565452
234	11700	0.497	32279.481187609792
235	11750	0.498	32163.568331675237
236	11800	0.501	32158.06172286392
237	11850	0.502	32089.38689428826
238	11900	0.503	32055.04506997353
239	11950	0.505	31961.43254253808
240	12000	0.507	31947.596562801893
241	12050	0.508	31871.806584154423
242	12100	0.509	31822.534918322403
243	12150	0.511	31738.871344781957
244	12200	0.512	31689.90645961018
245	12250	0.514	31662.208460061567
246	12300	0.515	31556.728378146006
247	12350	0.517	31488.529057680647
248	12400	0.518	31436.29344562909
249	12450	0.52	31383.603492605187
250	12500	0.521	31319.0277656231
251	12550	0.523	31278.400265513552
252	12600	0.524	31222.216717024345
253	12650	0.526	31163.40902744329
254	12700	0.527	31119.21750424632
255	12750	0.528	31064.696860404616
256	12800	0.53	31001.355455671477
257	12850	0.531	30888.54911610913
258	12900	0.533	30853.419098441565
259	12950	0.535	30786.344346483816
260	13000	0.536	30743.782523392078
261	13050	0.538	30663.629621981807
262	13100	0.539	30634.910743575576
263	13150	0.541	30587.17685532921
264	13200	0.542	30550.44997825211
265	13250	0.543	30508.921114363955
266	13300	0.545	30366.4340039923
267	13350	0.546	30366.4340039923
268	13400	0.547	30330.120682945217
269	13450	0.549	30254.619454915304
270	13500	0.55	30229.714142776196
271	13550	0.552	30121.479035516713
272	13600	0.553	30045.547560232757
273	13650	0.555	29977.625053809512
274	13700	0.556	29943.83139563412
275	13750	0.558	29888.393425788196
276	13800	0.559	29809.066661373978
277	13850	0.561	29787.98564699171
278	13900	0.562	29716.358050507893
279	13950	0.563	29674.305336856378
280	14000	0.565	29568.847974169144
281	14050	0.566	29461.99698678056
282	14100	0.568	29461.99698678056
283	14150	0.569	29420.222876562184
284	14200	0.57	29359.925278538976
285	14250	0.572	29283.877606519156
286	14300	0.573	29283.877606519156
287	14350	0.574	29196.502555788466
288	14400	0.576	29140.560623061807
289	14450	0.577	29050.55124426633
290	14500	0.579	28982.16311857465
291	14550	0.58	28967.606238556647
292	14600	0.582	28882.287429300435
293	14650	0.583	28803.44080854885
294	14700	0.586	28796.870816198338
295	14750	0.588	28726.784255885268
296	14800	0.589	28668.125185304707
297	14850	0.591	28666.929296865397
298	14900	0.592	28567.232368825753
299	14950	0.594	28476.741040901856
300	15000	0.595	28462.270052659067
301	15050	0.597	28387.21593230278
302	15100	0.598	28310.953242028863
303	15150	0.6	28280.423484142488
304	15200	0.602	28237.678776198918
305	15250	0.603	28164.360934853394
306	15300	0.605	28142.45091059171
307	15350	0.61	28057.092122378275
308	15400	0.611	27957.94285828095
309	15450	0.613	27926.56511945412
310	15500	0.614	27855.81036407198
311	15550	0.616	27767.714794953827
312	15600	0.618	27710.420544361044
313	15650	0.619	27685.350813229976
314	15700	0.621	27582.219463748344
315	15750	0.622	27512.24279967131
316	15800	0.624	27477.856217784807
317	15850	0.625	27440.6080417662
318	15900	0.626	27367.153683902565
319	15950	0.628	27332.07054190848
320	16000	0.629	27258.40689499039
321	16050	0.631	27252.67523390774
322	16100	0.632	27175.729906924254
323	16150	0.634	27136.705531843065
324	16200	0.635	27107.997935605425
325	16250	0.637	27042.012560003877
326	16300	0.638	27017.700527773748
327	16350	0.639	26962.777192583893
328	16400	0.641	26901.86661592316
329	16450	0.644	26881.55038572215
330	16500	0.646	26827.413346834997
331	16550	0.647	26721.112808273836
332	16600	0.649	26701.27553879949
333	16650	0.65	26638.475467870958
334	16700	0.652	26614.22683434088
335	16750	0.653	26561.099412938285
336	16800	0.655	26464.329618241878
337	16850	0.656	26464.329618241878
338	16900	0.658	26423.74034945088
339	16950	0.659	26379.702834363332
340	17000	0.661	26285.239109399743
341	17050	0.662	26192.197238784916
342	17100	0.664	26181.1801552793
343	17150	0.665	26097.42772690122
344	17200	0.666	26038.375013044435
345	17250	0.668	25999.816354762523
346	17300	0.669	25892.71902627761
347	17350	0.671	25846.05512118359
348	17400	0.672	25794.347780823457
349	17450	0.674	25772.46228724962
350	17500	0.675	25707.89826285369
351	17550	0.677	25654.89416398831
352	17600	0.678	25564.22116150778
353	17650	0.68	25545.49449459172
354	17700	0.682	25397.66319625571
355	17750	0.683	25383.41279198862
356	17800	0.684	25306.716426305335
357	17850	0.686	25262.49446475744
358	17900	0.687	25183.234816491567
359	17950	0.689	25139.00131064153
360	18000	0.691	25106.26403593783
361	18050	0.692	25015.91206080409
362	18100	0.693	24977.374571304295
363	18150	0.695	24910.955744274877
364	18200	0.696	24901.905389877047
365	18250	0.698	24885.12206116693
366	18300	0.699	24775.279006528905
367	18350	0.701	24708.0140333298
368	18400	0.702	24686.516714210058
369	18450	0.704	24622.098536712303
370	18500	0.705	24565.210155945548
371	18550	0.706	24530.946401211284
372	18600	0.708	24492.130807575344
373	18650	0.709	24421.199250924306
374	18700	0.711	24344.133397544163
375	18750	0.713	24318.58775182822
376	18800	0.714	24233.823576976807
377	18850	0.716	24216.009027086744
378	18900	0.717	24176.123544136142
379	18950	0.719	24118.335782568352
380	19000	0.72	24058.706072634475
381	19050	0.722	24028.95724587592
382	19100	0.723	23969.121320312985
383	19150	0.725	23917.25054317843
384	19200	0.726	23828.770086900142
385	19250	0.728	23771.679381805166
386	19300	0.73	23755.05794075075
387	19350	0.731	23644.73118046185
388	19400	0.733	23644.73118046185
389	19450	0.734	23632.242642613073
390	19500	0.736	23535.01267614665
391	19550	0.737	23469.132614586793
392	19600	0.739	23466.570125378064
393	19650	0.74	23404.684318090443
394	19700	0.742	23352.024792723423
395	19750	0.743	23312.589768710506
396	19800	0.745	23247.974799389125
397	19850	0.746	23187.54293141906
398	19900	0.748	23099.484179730014
399	19950	0.749	23051.91775609625
400	20000	0.751	22976.458745527918
401	20050	0.752	22958.73332642481
402	20100	0.754	22935.44511906652
403	20150	0.755	22910.344325622504
404	20200	0.757	22865.882508247887
405	20250	0.758	22798.791669037917
406	20300	0.76	22796.984852658057
407	20350	0.761	22747.209572728825
408	20400	0.763	22696.01550753833
409	20450	0.764	22627.283590768857
410	20500	0.766	22580.98159805707
411	20550	0.767	22528.28401432463
412	20600	0.769	22494.608481219657
413	20650	0.77	22474.412883656565
414	20700	0.772	22420.171809427728
415	20750	0.773	22336.96060945207
416	20800	0.776	22303.165061219985
417	20850	0.778	22268.052195828153
418	20900	0.779	22207.321475611683
419	20950	0.781	22145.270385008018
420	21000	0.782	22075.352484619936
421	21050	0.784	22020.3126783721
422	21100	0.786	22004.33616321575
423	21150	0.787	21968.03821716652
424	21200	0.789	21952.79306077722
425	21250	0.79	21899.295428572983
426	21300	0.791	21878.881778996907
427	21350	0.793	21863.843238870726
428	21400	0.794	21831.67103850709
429	21450	0.796	21773.607864535312
430	21500	0.797	21687.54864215991
431	21550	0.799	21658.771411584912
432	21600	0.8	21623.259386691378
433	21650	0.802	21542.559138654287
434	21700	0.803	21503.561470589848
435	21750	0.805	21414.549179154397
436	21800	0.806	21393.887464356194
437	21850	0.808	21353.462419622134
438	21900	0.811	21309.73657168077
439	21950	0.812	21275.16667810299
440	22000	0.814	21244.547503301328
441	22050	0.815	21170.50727597939
442	22100	0.817	21146.628869225675
443	22150	0.818	21070.072252916994
444	22200	0.82	21023.631953082924
445	22250	0.821	20940.40518597218
446	22300	0.823	20901.464374799678
447	22350	0.824	20866.902871081926
448	22400	0.826	20864.415045226593
449	22450	0.827	20818.8978538718
450	22500	0.829	20784.807553927698
451	22550	0.83	20734.9783473902
452	22600	0.832	20729.30879141283
453	22650	0.833	20681.29648889536
454	22700	0.835	20672.414237367815
455	22750	0.836	20595.675213997583
456	22800	0.838	20569.008959307637
457	22850	0.839	20552.37453375722
458	22900	0.841	20513.588062671908
459	22950	0.842	20379.160844800736
460	23000	0.844	20378.61550273816
461	23050	0.845	20346.75872927077
462	23100	0.847	20308.09163377079
463	23150	0.848	20217.060169324555
464	23200	0.85	20197.630714832627
465	23250	0.851	20153.223860790156
466	23300	0.853	20106.691525489216
467	23350	0.854	20060.32702101503
468	23400	0.856	20005.355653701314
469	23450	0.857	19920.890938483906
470	23500	0.859	19920.890938483906
471	23550	0.86	19874.71067670092
472	23600	0.862	19833.148778582803
473	23650	0.863	19789.361750393797
474	23700	0.865	19735.042250926934
475	23750	0.866	19691.081941702232
476	23800	0.868	19632.48035792117
477	23850	0.869	19586.19770451681
478	23900	0.87	19546.328193473964
479	23950	0.872	19447.99681500502
480	24000	0.873	19356.423959857053
481	24050	0.875	19337.34714118896
482	24100	0.876	19300.907101946446
483	24150	0.878	19246.00713301295
484	24200	0.879	19195.240603721886
485	24250	0.881	19127.290809893093
486	24300	0.882	19112.923351093137
487	24350	0.884	19061.787298726285
488	24400	0.885	19029.776474528415
489	24450	0.887	18973.334291405525
490	24500	0.888	18948.211201418024
491	24550	0.89	18826.891405915234
492	24600	0.891	18762.103554961795
493	24650	0.893	18760.019908270693
494	24700	0.894	18735.977915324755
495	24750	0.896	18637.183709650042
496	24800	0.897	18625.851366105184
497	24850	0.899	18583.72052558189
498	24900	0.901	18536.575600657172
499	24950	0.902	18513.070072657887
500	25000	0.904	18473.918425486892
501	25050	0.905	18471.23546698088
502	25100	0.908	18412.18527227033
503	25150	0.909	18370.234048895883
504	25200	0.911	18354.276978193462
505	25250	0.912	18269.841608748397
506	25300	0.914	18254.343475260845
507	25350	0.915	18237.06639602131
508	25400	0.917	18175.073829960606
509	25450	0.918	18117.49207344615
510	25500	0.919	18080.872472415485
511	25550	0.921	18031.38814280129
512	25600	0.922	17938.348222708315
513	25650	0.924	17915.219016646377
514	25700	0.927	17860.969566933534
515	25750	0.929	17811.625760154675
516	25800	0.93	17782.50162717785
517	25850	0.932	17768.01452800616
518	25900	0.933	17714.453444370385
519	25950	0.935	17637.83937128616
520	26000	0.936	17600.85088428296
521	26050	0.938	17561.752166885766
522	26100	0.941	17498.708668648196
523	26150	0.942	17493.990589117137
524	26200	0.944	17456.380288147262
525	26250	0.945	17436.593038551455
526	26300	0.947	17416.69516740709
527	26350	0.95	17358.31988987136
528	26400	0.951	17310.44263459572
529	26450	0.953	17280.51782626271
530	26500	0.954	17220.091632241805
531	26550	0.956	17211.083725236647
532	26600	0.957	17173.456975234523
533	26650	0.959	17109.381167876287
534	26700	0.96	17066.804527722485
535	26750	0.962	17021.50353663064
536	26800	0.963	17007.993254419034
537	26850	0.965	16942.02090802539
538	26900	0.966	16942.02090802539
539	26950	0.968	16847.762444861753
540	27000	0.973	16847.762444861753
541	27050	0.975	16811.92493777312
542	27100	0.977	16787.846808652932
543	27150	0.979	16744.519148836214
544	27200	0.981	16712.448799253736
545	27250	0.983	16647.193500622365
546	27300	0.984	16630.38093688867
547	27350	0.986	16578.989013081093
548	27400	0.987	16574.151784198366
549	27450	0.989	16484.70151093477
550	27500	0.992	16448.357268534237
551	27550	0.993	16434.39892030383
552	27600	0.995	16409.286978008207
553	27650	0.997	16353.524389372673
554	27700	0.998	16316.854876733902
555	27750	1.0	16262.40204902394
556	27800	1.001	16241.795172711705
557	27850	1.003	16185.826301349352
558	27900	1.004	16145.64218921555
559	27950	1.006	16066.020735267113
560	28000	1.008	16066.020735267113
561	28050	1.01	16045.273271773476
562	28100	1.011	16014.843464151909
563	28150	1.014	15955.878427381209
564	28200	1.015	15922.408580157764
565	28250	1.017	15871.965049780834
566	28300	1.018	15841.208465574477
567	28350	1.02	15818.002135514218
568	28400	1.021	15788.52360904712
569	28450	1.022	15778.595787678809
570	28500	1.024	15742.527793405936
571	28550	1.025	15692.851121775533
572	28600	1.027	15671.075691037846
573	28650	1.028	15627.440405078454
574	28700	1.03	15553.50376535108
575	28750	1.031	15539.80278377087
576	28800	1.033	15472.535542747188
577	28850	1.034	15424.06995802944
578	28900	1.035	15414.996437071744
579	28950	1.037	15371.497854182844
580	29000	1.038	15357.868823968438
581	29050	1.04	15347.069749827813
582	29100	1.041	15297.13070943738
583	29150	1.043	15295.658174013643
584	29200	1.044	15258.595730562758
585	29250	1.046	15215.601283787852
586	29300	1.048	15164.6195892842
587	29350	1.049	15145.996571769354
588	29400	1.051	15131.419435616159
589	29450	1.052	15090.140089125827
590	29500	1.054	15037.594942817748
591	29550	1.055	15010.783191534149
592	29600	1.057	14982.934907833634
593	29650	1.058	14919.614235456567
594	29700	1.06	14917.564511387605
595	29750	1.061	14888.182262364711
596	29800	1.063	14868.68270946016
597	29850	1.065	14843.993715250901
598	29900	1.066	14819.875665857024
599	29950	1.068	14720.352935267561
600	30000	1.069	14688.803458387009
601	30050	1.071	14650.632257495863
602	30100	1.072	14605.023860678768
603	30150	1.074	14561.180319743773
604	30200	1.076	14543.143468257917
605	30250	1.077	14482.200929371726
606	30300	1.079	14453.390812646296
607	30350	1.08	14407.37500149603
608	30400	1.082	14379.370713789416
609	30450	1.083	14359.268200499202
610	30500	1.085	14341.929795862025
611	30550	1.086	14278.291185140995
612	30600	1.088	14278.291185140995
613	30650	1.089	14233.072453798684
614	30700	1.091	14194.7453893204
615	30750	1.093	14138.789983943212
616	30800	1.094	14132.225966592847
617	30850	1.096	14078.03661994003
618	30900	1.097	14078.03661994003
619	30950	1.099	14078.03661994003
620	31000	1.101	14066.606784668596
621	31050	1.102	14050.419086149901
622	31100	1.104	14012.198923746804
623	31150	1.106	13979.037890741574
624	31200	1.108	13950.50159635963
625	31250	1.109	13917.383020423256
626	31300	1.111	13875.385140164912
627	31350	1.112	13837.226887431769
628	31400	1.115	13790.505248310257
629	31450	1.117	13768.786326130754
630	31500	1.119	13731.729185582413
631	31550	1.12	13709.434928264342
632	31600	1.122	13623.805054162762
633	31650	1.123	13623.805054162762
634	31700	1.126	13569.19203036528
635	31750	1.128	13560.597178503833
636	31800	1.129	13509.721828582815
637	31850	1.131	13504.558422099046
638	31900	1.132	13452.367099969235
639	31950	1.134	13424.4265605389
640	32000	1.135	13414.802167671025
641	32050	1.137	13348.04744217031
642	32100	1.138	13345.161910605595
643	32150	1.14	13278.782543909068
644	32200	1.142	13244.688646699791
645	32250	1.143	13172.71734834509
646	32300	1.145	13172.71734834509
647	32350	1.146	13148.656121967184
648	32400	1.148	13133.182483298766
649	32450	1.15	13115.120002284886
650	32500	1.151	13058.201635917334
651	32550	1.153	13043.574440164963
652	32600	1.155	13030.306470254505
653	32650	1.156	12981.857913542963
654	32700	1.158	12961.717885774431
655	32750	1.161	12945.408456516861
656	32800	1.162	12857.155734250115
657	32850	1.164	12857.155734250115
658	32900	1.165	12815.498845668804
659	32950	1.166	12739.741389811854
660	33000	1.168	12682.006065437741
661	33050	1.17	12663.911246634865
662	33100	1.171	12655.118708831014
663	33150	1.173	12619.190629381052
664	33200	1.174	12570.503853669117
665	33250	1.176	12549.915119997508
666	33300	1.177	12505.394002904843
667	33350	1.179	12482.63301504132
668	33400	1.181	12460.010927031988
669	33450	1.182	12445.119804121725
670	33500	1.184	12399.790979298445
671	33550	1.185	12350.086859973999
672	33600	1.187	12335.84614133148
673	33650	1.188	12329.710539695321
674	33700	1.19	12277.428129533433
675	33750	1.193	12264.494189688447
676	33800	1.194	12240.929298795585
677	33850	1.196	12178.011655100518
678	33900	1.197	12134.855884240216
679	33950	1.199	12134.855884240216
680	34000	1.2	12077.530693558709
681	34050	1.202	12061.977840865933
682	34100	1.203	12052.903350813733
683	34150	1.205	12012.849598904417
684	34200	1.206	11989.623326328643
685	34250	1.208	11974.31652345541
686	34300	1.21	11905.909280720743
687	34350	1.211	11867.745319270825
688	34400	1.213	11820.334813195439
689	34450	1.214	11819.356088824674
690	34500	1.216	11765.67393632737
691	34550	1.217	11765.23922525003
692	34600	1.218	11742.574917809003
693	34650	1.22	11703.96697630647
694	34700	1.221	11678.222378530643
695	34750	1.223	11664.695900967457
696	34800	1.224	11645.25120228709
697	34850	1.226	11596.146460722406
698	34900	1.227	11594.465473513805
699	34950	1.229	11560.262441267669
700	35000	1.23	11516.227003103359
701	35050	1.232	11502.777388190481
702	35100	1.233	11452.261954246194
703	35150	1.235	11437.966524400628
704	35200	1.236	11419.955455608278
705	35250	1.237	11414.912944518728
706	35300	1.239	11347.006249729493
707	35350	1.24	11323.362931754418
708	35400	1.242	11304.607551271136
709	35450	1.243	11260.884792402278
710	35500	1.245	11255.238156941898
711	35550	1.246	11217.878094646494
712	35600	1.248	11183.692521807814
713	35650	1.249	11127.220126912243
714	35700	1.251	11127.220126912243
715	35750	1.252	11127.220126912243
716	35800	1.254	11118.945686131816
717	35850	1.256	11110.301645577692
718	35900	1.257	11078.611140733814
719	35950	1.259	11075.305188670245
720	36000	1.26	11043.976848619615
721	36050	1.262	11038.715250392483
722	36100	1.263	11023.666068114648
723	36150	1.265	10986.93560897504
724	36200	1.266	10957.406101980258
725	36250	1.268	10909.283317119201
726	36300	1.269	10891.984464070589
727	36350	1.271	10850.966639113689
728	36400	1.272	10843.083325586253
729	36450	1.275	10799.70657429584
730	36500	1.276	10765.410279440595
731	36550	1.278	10758.57058179534
732	36600	1.279	10745.93389019118
733	36650	1.28	10721.510339900391
734	36700	1.282	10710.525809823288
735	36750	1.283	10671.895832282149
736	36800	1.285	10658.73607582783
737	36850	1.286	10614.930697362872
738	36900	1.288	10601.497282072467
739	36950	1.289	10576.921430095843
740	37000	1.291	10518.05221798303
741	37050	1.292	10475.851516118906
742	37100	1.294	10459.905540219364
743	37150	1.296	10417.925597318772
744	37200	1.297	10359.837772940984
745	37250	1.299	10335.434600749733
746	37300	1.3	10315.36646632792
747	37350	1.302	10297.259858695179
748	37400	1.304	10249.7133034664
749	37450	1.307	10245.881296868083
750	37500	1.308	10181.590914241191
751	37550	1.31	10176.026085375917
752	37600	1.311	10150.345275198351
753	37650	1.313	10125.244530746813
754	37700	1.314	10095.092653869699
755	37750	1.315	10049.94219149241
756	37800	1.317	10014.451069725232
757	37850	1.318	9995.140240617606
758	37900	1.321	9967.597343062243
759	37950	1.322	9915.085135436915
760	38000	1.324	9885.630547869965
761	38050	1.325	9882.915744123318
762	38100	1.326	9863.175526533025
763	38150	1.328	9832.903426752375
764	38200	1.329	9781.070960715228
765	38250	1.331	9768.407093769474
766	38300	1.332	9755.70821216707
767	38350	1.334	9731.078858758827
768	38400	1.336	9702.212188907646
769	38450	1.337	9668.109917535594
770	38500	1.339	9617.141080490394
771	38550	1.34	9616.18868685206
772	38600	1.346	9581.709474536103
773	38650	1.347	9560.259026431744
774	38700	1.349	9556.011999519382
775	38750	1.35	9540.134355669665
776	38800	1.352	9515.382452521431
777	38850	1.353	9494.940413963304
778	38900	1.355	9440.9482546966
779	38950	1.356	9440.9482546966
780	39000	1.358	9434.344949535034
781	39050	1.359	9423.229724601459
782	39100	1.361	9410.00889135483
783	39150	1.362	9388.496455785298
784	39200	1.365	9381.659218649065
785	39250	1.367	9372.211117363384
786	39300	1.368	9325.729109709533
787	39350	1.37	9313.974744752983
788	39400	1.371	9266.327445908337
789	39450	1.373	9266.327445908337
790	39500	1.374	9223.441451319843
791	39550	1.376	9220.656652960537
792	39600	1.377	9179.296872027891
793	39650	1.379	9165.337684782127
794	39700	1.381	9163.11562623382
795	39750	1.382	9141.07430874077
796	39800	1.384	9139.828480270131
797	39850	1.385	9097.553178840668
798	39900	1.387	9091.357781919545
799	39950	1.388	9061.661667801593
800	40000	1.39	9038.431675949114
801	40050	1.391	8982.622219017514
802	40100	1.393	8982.622219017514
803	40150	1.394	8952.250334213602
804	40200	1.396	8938.942127615297
805	40250	1.397	8897.690347227632
806	40300	1.399	8844.893669458042
807	40350	1.4	8833.748381689651
808	40400	1.402	8829.690352250209
809	40450	1.403	8807.502444259171
810	40500	1.405	8740.1682005777
811	40550	1.406	8740.1682005777
812	40600	1.408	8740.1682005777
813	40650	1.409	8706.588499045665
814	40700	1.411	8695.405942840063
815	40750	1.412	8669.074225684415
816	40800	1.414	8655.583444149011
817	40850	1.415	8624.222496068507
818	40900	1.417	8613.88577709251
819	40950	1.418	8585.883380909581
820	41000	1.42	8563.905603427038
